RB_Number,Building_Name,Date_Registered,Links,Parish,Features,Status,architect_names,builder_names,reasons_for_registration,construction_start_year,construction_end_year,construction_start_date_text,construction_end_date_text,registration_date_text,deregistration_date_text,notes_extraction,cleaned_text_source,md_path,Needs_Review
337,Laxey Glen Flour Mills,28/02/2024,https://www.gov.im/media/1382579/337-notice-and-entry-summary-uploaded-050324_compressed.pdf,Laxey,,Registered,"[""Robert Casement""]","[""John James Moore""]","[""Opened in 1861, the complex represents the largest flour mill constructed on the Isle of Man during the Victorian era, and retains many elements of historic fabric, detailing and plan form."", ""Still in use for its original purpose, the mill complex was constructed to serve the workers of the Great Laxey Mining Company, and helps illustrate the industrial and social history of Laxey from the mid-19th century up to the present day."", ""The mill was commissioned by Richard Rowe, Captain of the Mines, and designed by Robert Casement, Mines Superintendent Engineer and designer of the Lady Isabella Water Wheel.""]",1860.0,1861.0,1860,1861,28.2.2024,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-337/rb-337.md,
338,Ramsey Swing Bridge,28/02/2024,https://www.gov.im/media/1382563/338-notice-and-entry-summary_compressed.pdf,Ramsey,,Registered,[],"[""Cleveland Bridge and Engineering Company""]","[""Constructed of two painted steel trussed arches, the bridge is the only example of its type on the island."", ""The bridge also represents an early example of the work of The Cleveland Engineering and Bridge Company, internationally renowned bridge builders."", ""Officially opened on 29th June 1892, the bridge was one of the principal structures built in Ramsey during the town’s expansion in the late 19th century."", ""An essential factor in the successful development of The Mooragh and northern harbour areas.""]",1892.0,1892.0,,29th June 1892,28.2.2024,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-338/rb-338.md,
339,"Leyton, Victoria Road",28/02/2024,https://pabc.gov.im/media/b4rl0eq1/339-notice-and-entry-summary_compressed.pdf,Douglas,,Registered,[],[],"[""Victorian dwelling designed in an Arts and Crafts style with a twin-gabled front elevation featuring oriel windows, Ballanard brick ground floor and half-timbered first floor."", ""Constructed in 1896, the property illustrates the arts and crafts style of architecture that formed a key part of the island’s cultural history during the late Victorian era.""]",1896.0,1897.0,1896,1897,28.2.2024,,"The document provides a detailed description of Leyton, its historical context, architectural style, and reasons for its registration as a protected building. It highlights the building's Arts and Crafts style and its significance in the cultural history of the Isle of Man.",fenced_block,data/gov.im/registered-buildings/outputs/rb-339/rb-339.md,no_names
340,Legislative Chambers,02/09/2025,https://pabc.gov.im/media/swwddxkv/340-notice-and-entry-summary_compressed.pdf,Douglas,,Registered,"[""Mr James Cowle"", ""John Robinson""]",[],"[""nationally important examples of their building type"", ""retain many elements of historic architectural fabric"", ""historic unity and historic functional relationship"", ""illustrate important aspects of the Isle of Man’s democratic history"", ""close historical associations with many nationally important political figures""]",1891.0,1894.0,1891,1894,2nd September 2025,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-340/rb-340.md,
341,Royal Chapel and landscaping around Assembly Site,02/09/2025,https://pabc.gov.im/media/uadi12ag/341-notice-and-entry-summary_compressed.pdf,German,,Registered,"[""Richard Lane""]","[""Benjamin Lane""]","[""Designed by Richard Lane and built by Benjamin Lane, both of Manchester, in the Early English Gothic Style with many features relating to the Decorative Gothic Period, the Royal Chapel retains much of its historic form, historic detailing and craftsmanship."", ""Constructed on an ancient site of Christian worship and dating from 1849, the Royal Chapel serves as Parish Church for the Village of St John’s as well as the National Civic Church for the Island where the Chapel-Court of Tynwald meets by tradition on Tynwald Day. The Chapel therefore illustrates important aspects of the social and civic history of St John’s, the surrounding area and the Isle of Man as a whole."", ""The National Assembly Site (Tynwald Hill) is the location of the Isle of Man’s annual Tynwald Day Ceremony. As the island’s principal civic space, the Assembly Site illustrates important aspects of the Isle of Man’s civic, social and political history, as well as having close historical associations with many nationally important people."", ""The Royal Chapel and associated man-made landscaping including the walled enclosure and tiered assembly site have a historic unity and historic functional relationship that provides a strong group value.""]",1847.0,1849.0,12th August 1847,8th March 1849,2nd September 2025,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-341/rb-341.md,
342,"Moore's Bridge, Laxey",02/09/2025,https://pabc.gov.im/media/qnjnrzxz/342-notice-and-entry-summary_compressed.pdf,Laxey,,Registered,[],"[""John James Moore""]","[""Named after its builder John James Moore, the bridge is one of the first examples on the Isle of Man to have been specifically constructed at a gradient suitable for coaches."", ""The form and detailing of the bridge’s arches were used as the basis for the design of the adjacent Manx Electric Railway Viaduct, and as such the two structures have historic unity that provides a strong group value."", ""Completed in 1854, the bridge is the largest structure built as part of the improvements to New Road in Laxey, works which helped facilitate easier access to the village and helped enable the village to be developed as a Victorian tourist destination.""]",1852.0,1854.0,1852,April 1854,2nd September 2025,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-342/rb-342.md,
343,Laxey Manx Electric Railway Viaduct,02/09/2025,https://pabc.gov.im/media/cnzfffi3/343-notice-and-entry-summary_compressed.pdf,Laxey,,Registered,"[""William Knowles""]","[""Mark Carine""]","[""As a shallow-curved viaduct constructed in local stone and Ruabon brick, the building is a nationally important example of its type and retains much of its historic fabric, detailing and craftsmanship."", ""Constructed by Mark Carine to a design attributed to William Knowles, the viaduct echoes the arch design of the adjacent Moore’s Bridge. This historic unity provides the two structures with a strong group value."", ""Completed in July 1898 and first used for public tram services in August 1898, the viaduct formed part of the tramway’s extension to Ballure. The viaduct played a key part in the development of Laxey as a Victorian and Edwardian tourist destination, and illustrates important aspects of the island’s economic, tourism and transport history.""]",1898.0,1898.0,March 1898,July 1898,2nd September 2025,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-343/rb-343.md,
344,Former Kirk Michael Railway Station,02/09/2025,https://pabc.gov.im/media/jufpzh1n/344-notice-and-entry-summary_compressed.pdf,Michael,,Registered,"[""W H Thomas""]",[],"[""Built in a distinctive style with a local Sandstone wall finish"", ""Featuring twin steep-pitched gables"", ""Nationally important example of its type"", ""Retaining much of its historic architectural design, decoration and craftsmanship"", ""Main point of arrival for passengers, goods and visitors to Kirk Michael and Glen Wyllin"", ""Important part in the social, economic, transport and tourism history of Kirk Michael and the surrounding area""]",1879.0,,23rd September 1879,,2nd September 2025,,"The building was originally a railway station and later converted into a fire station. The registration is limited to the former railway station passenger building, excluding the former goods shed and modern additions.",fenced_block,data/gov.im/registered-buildings/outputs/rb-344/rb-344.md,
345,Monks' Bridge,02/09/2025,https://pabc.gov.im/media/eszhwz3y/345-notice-and-entry-summary_compressed.pdf,Malew,,Registered,[],[],"[""special architectural or historic interest""]",,,,,28th February 2024,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-345/rb-345.md,no_names; no_dates
346,Ballure Manx Electric Railway Viaduct,02/09/2025,https://pabc.gov.im/media/ba2ldk1n/346-notice-and-entry-summary_compressed.pdf,Maughold,,Registered,[],"[""Aulyn Construction""]","[""special architectural interest"", ""historic interest""]",1899.0,1899.0,,,28th February 2024,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-346/rb-346.md,
347,"Stone Bridge over Sulby River, Bowring Road",02/09/2025,https://pabc.gov.im/media/2ald5iep/347-notice-and-entry-summary_compressed.pdf,Ramsey,,Registered,[],[],"[""special architectural interest"", ""historic interest""]",,,,,28th February 2024,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-347/rb-347.md,no_names; no_dates
348,Groudle Viaduct,02/09/2025,https://pabc.gov.im/media/zabm1tx0/348-notice-and-entry-summary_compressed.pdf,Onchan,,Registered,[],[],"[""special architectural or historic interest""]",,1894.0,,July 1894,28th February 2024,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-348/rb-348.md,no_names
349,Former Peel Railway Station and Water Tower,02/09/2025,https://pabc.gov.im/media/3vzdcjvk/349-notice-and-entry-summary_compressed.pdf,Peel,,Registered,[],[],"[""special architectural interest"", ""historic interest""]",,,,,28th February 2024,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-349/rb-349.md,no_names; no_dates
350,Former School of Art,02/09/2025,https://pabc.gov.im/media/0wgcahcb/350-notice-and-entry-summary_compressed.pdf,Douglas,,Registered,[],[],"[""special architectural interest"", ""historic interest""]",,,,,28th February 2024,,"The document provides information about the registration of the Former School of Art (Kensington Arts) as a protected building. It includes a prohibition on demolition, alteration, or extension without consent. The document is dated 2nd September 2025.",fenced_block,data/gov.im/registered-buildings/outputs/rb-350/rb-350.md,no_names; no_dates
351,Douglas Railway Stations Workshops Complex,02/09/2025,https://pabc.gov.im/media/fyidu1hi/351-notice-and-entry-summary_compressed.pdf,Douglas,,Registered,[],[],"[""special architectural interest"", ""historic interest""]",1891.0,1892.0,1891,1892,28th February 2024,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-351/rb-351.md,no_names
352,Douglas Railway Station Signal Box,02/09/2025,https://pabc.gov.im/media/vkxnsugb/352-notice-and-entry-summary-220925_compressed.pdf,Douglas,,Registered,[],"[""Dutton & Co""]","[""The building represents a well-preserved example of a Victorian signal box, retaining its historic form and much of its historic fabric and detailing."", ""Following the loss of the small signal box at St John’s, the Douglas ‘box is the sole surviving example of its building type on the Isle of Man."", ""The lever frame supplied by Dutton & Co represents the sole-surviving example of the company’s 1889 Patent to survive in-situ anywhere in the world."", ""The Signal Box and Workshop Complex have a historic unity and historic functional relationship that provide a strong group value."", ""Dating from 1892, the signal box helps demonstrate the scale and layout of Douglas Railway Station in the 19th and early 20th century, illustrating important aspects of the island’s transport, tourism, social and economic history.""]",1892.0,1892.0,1892,1892,2nd September 2025,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-352/rb-352.md,
241/REGBLD1,Pillbox at Field 211025,26/03/2007,https://www.gov.im/media/1348529/rb241-regbld1-pillbox-at-field-211025-jurby.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-241/REGBLD1/rb-241/REGBLD1.md,no_names; no_dates
241/REGBLD2,"Pillbox at Field 214188, Ballamoar",26/03/2007,https://www.gov.im/media/1348532/rb241-regbld2-pillbox-at-field-214188-jurby.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-241/REGBLD2/rb-241/REGBLD2.md,no_names; no_dates
241/REGBLD3,"Pillbox at Fields 210249 - 210250 & 210251, adjacent to Church Road",26/03/2007,https://www.gov.im/media/1348535/rb241-regbld3-pillbox-at-field-210249-to-210251-jurby.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-241/REGBLD3/rb-241/REGBLD3.md,no_names; no_dates
241/REGBLD4,"Pillbox at Fields 210356 & 214288, adjacent to Jurby East Road",26/03/2007,https://www.gov.im/media/1348538/rb241-regbld4-pillbox-at-field-210356-and-214228-jurby.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-241/REGBLD4/rb-241/REGBLD4.md,no_names; no_dates
241/REGBLD5,"Pillbox at Fields 210846 - 210872 & 210873, adjacent to Ballavarran Road",26/03/2007,https://www.gov.im/media/1348530/rb241-regbld5-pillbox-at-field-210846-210872-3-jurby.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-241/REGBLD5/rb-241/REGBLD5.md,no_names; no_dates
241/REGBLD6,"Pillbox at Fields 211033 - 214136 & Jurby Aerodrome, Ballamoar",26/03/2007,https://www.gov.im/media/1348533/rb241-regbld6-pillbox-at-field-211033-214136-jurby.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-241/REGBLD6/rb-241/REGBLD6.md,no_names; no_dates
241/REGBLD7,"Pillbox at Fields 214191 & 214197, adjacent to Church Road",26/03/2007,https://www.gov.im/media/1348536/rb241-regbld7-pillbox-at-field-214194-and-214197-jurby.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-241/REGBLD7/rb-241/REGBLD7.md,no_names; no_dates
241/REGBLD8,"Pillbox at fields 214201 & 214286, adjacent to Jurby Road, Sandygate",26/03/2007,https://www.gov.im/media/1348539/rb241-regbld8-pillbox-at-field-214201-and-214286-jurby.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-241/REGBLD8/rb-241/REGBLD8.md,no_names; no_dates
241/REGBLD9,"Pillbox between Studio House & Jurby Aerodrome, Ballavarran Road",26/03/2007,https://www.gov.im/media/1348531/rb241-regbld9-pillbox-between-studio-house-and-aerodrome-jurby.pdf,Jurby,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27 November 2006,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-241/REGBLD9/rb-241/REGBLD9.md,no_names; no_dates
