"addr:city","addr:housename","addr:place","addr:postcode","amenity","contact:facebook","name","id","lon","lat","addr:country","addr:street","healthcare","website","addr:housenumber","fee","name:gv","operator","tourism","alt_name","wikidata","wikimedia_commons","place","source","source:addr:postcode","guest_house","source:addr","source:alt_name","old_name","currency:GBP","currency:XBT","description","email","name:en","payment:lightning","payment:lightning_contactless","payment:onchain","phone","survey:date","building","addr:locality","craft","shop","contact:phone","brand","brand:wikidata","trade","internet_access","internet_access:fee","addr:substreet","cuisine","female","takeaway","atm","brand:wikipedia","charity","opening_hours","operator:type","leisure","fixme","was:leisure","wheelchair","rooms","contact:website","office","contact:instagram","children","smoking","addr:unit","building:use","emergency","museum","entrance","healthcare:speciality","level","outdoor_seating","toilets:wheelchair","wheelchair:description","delivery","was:amenity","seasonal","note","contact:email","club","sport","historic","listed_status","material","memorial","ref:registered_building","url","url:registered_building","addr:plot","veterinary:for","operator:wikidata","addr:floor","addr:suite","animal","cafe","theme","contact:twitter","was:shop","postal_code","mapillary","source:addr:housenumber","source:addr:substreet","social_facility","social_facility:for","source:addr:housename","barrier","animal_boarding","ref:charity","dispensing","man_made","landuse","entrance:colour","name:entrance","provided_for:woman","aerospace:product","company","computer:data","lunar:product","massage","motorcycle:repair","strapline","abutters","highway","surface","aeroway","access","castle_type","name:fa","name:fr","name:ru","ref:GB:imher","url:imher","wikipedia","denomination","religion","golf:course","layer","zoo","golf:par","building:levels","building:material","roof:levels","start_date","building:colour","roof:material","studio","roof:orientation","roof:shape","source:outline","business","telecom","food","real_ale","operator:short","operator:wikipedia","seamark:name","seamark:rescue_station:category","seamark:type","name:es","name:nl","ruins","not:addr:postcode","public_transport","railway","heritage:website","note:registered_building","beer_garden","brewery","golf","architect","source:name","not:brand:wikidata","car_repair","short_name","wheelchair:url","disused:brand","disused:brand:wikidata","disused:brand:wikipedia","disused:operator","indoor","mill","source:geometry","source:address","historic:tourism","name:lt","name:uk","drive_through","building:part","addr:suburb","contact:mobile","addr:lot","award:AA","award:visit_isle_of_man","utility","architect:wikidata","architect:wikipedia","source:addr:street","internet_access:operator","internet_access:ssid","addr:flats","contact:fax","government","tickets","waiting_area","operator:website","not:addr:housenumber","male","scuba_diving:filling","scuba_diving:rental","scuba_diving:repair","boat:rental","boat:type","paddleboard_rental","standup_paddleboard_rental","image","was:healthcare","clothes:repair","height","opening_hours:covid19","opening_hours:url","name:registered_building","generator:method","generator:source","generator:type","power","diocese","ref:dove","was:tourism","was:railway","unisex","animal_shelter","demolished:building","park_ride","parking","supervised","area","was:barrier","second_hand","note:addr:postcode","building:start_date","payment:contactless","payment:debit_cards","phone:out_of_hours","disused:shop","phone:helpline","dog","check_date","drink:cocktail","drink:coffee","branch","isced:level","official_name","clothes","covered","capacity","start_date:charity","recycling_type","country","caravans","glamping_pods","pets_allowed","static_caravans","tents","source:addr:name","addr:block","source:postal_code","was:building","changing_table","changing_table:fee","toilets","toilets:access","residential","personal_trainer","sauna","swimming_pool","disused:amenity","disused:name","self_service","product","was:man_made","house","construction","community_centre","shooting","boat","was:addr:housenumber","addr:housename:en","addr:housename:gv"
"Ramsey","Thorneycroft","","IM8 3ES","","","","1137308518","","","IM","Bowring Road","","","49","","","","","","","","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","visible on streetside","","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","","","IM1 1AZ","","","Noel's Emproium","1139279808","","","IM","Circular Road","","","73","","","","","","","","","","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","yes","","","furniture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","","","IM1 1AD","","","Ashcrofts","1139279813","","","","Circular Road","","https://ashcrofts.im/","35","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","interior_decoration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","Alma House","","IM1 1AF","","","OrmCo","1139492307","","","","Circular Road","","https://ormcoaccounts.com/","7","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","accountant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","","","IM1 1AF","","","Carters","1139492308","","","","Circular Road","","https://carters.co.im/","9","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","lawyer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","Southgate House","","IM1 1AX","","","Kay Associates","1139610340","","","IM","Circular Road","","","89","","","","","","","","","","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","architect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","","","IM1 1AX","","","Stephen Morley, Chartered Surveyor","1139610344","","","IM","Circular Road","","","77","","","","","","","","","","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","https://smcs.co.im/","surveyor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","","","IM1 4LR","","","Wood Law","1139610371","","","","Peel Road","","https://www.woodlaw.im","16","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","lawyer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Douglas","","","IM1 1JA","","","Ability Plus","1139644381","","","","Athol Street","","https://abilityplus.co.im/","22","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","employment_agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Laxey","","","IM4 7BF","doctors","","Laxey Health Centre","1141813032","","","","New Road","doctor","","","","","Manx Care","","","","","","DHSC GP list;mapillary","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pub","Coach & Horses","","","","","","","","","","",""
"Onchan","","","IM3 4EY","","","","1145467159","","","","Avondale Road","","","11","","","","","","","","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","interpolation;Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
