Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,20/00040/B,Replace existing glazed conservatory roof with tile,11-Mar-20,Principal Planner- North (CB),52 Erin Crescent Port Erin Isle Of Man IM9 6FD 
Permitted,20/00041/B,Alterations and erection of extension to side elevation,06-Apr-20,Principal Planner- North (CB),Tyrerhennie 2 The Crescent Douglas Isle Of Man IM2 5ET 
Permitted,20/00042/B,Installation of a replacement window (retrospective),17-Mar-20,Head of Development Management,18 Brunswick Road Douglas Isle Of Man IM2 3LQ
Permitted,20/00043/MCH,Minor changes application for PA18/01033/B involving a flue to South East Gable elevation,18-Feb-20,Director 2017+,50 King Orry Road Glen Vine Isle Of Man IM4 4FJ
Permitted,20/00044/B,Installation of replacement front door,17-Mar-20,Head of Development Management,Bay Crest 3 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP
Permitted,20/00045/B,Removal of front porch,12-Mar-20,Head of Development Management,18 Albany Road Douglas Isle Of Man IM2 3NG 
Permitted,20/00046/B,Alterations to ground levels by deposition of inert subsoil,16-Jun-20,Planning Committee,Field 435107 Ballahick Lane Ballasalla Isle Of Man 
Permitted,20/00047/B,Installation of replacement first floor windows,21-Apr-20,Principal Planner- North (CB),46 Main Road Onchan Isle Of Man IM3 1AL 
Permitted,20/00048/B,"Alterations, erection of ground and first floor extension and installation of dormer windows",12-Mar-20,Head of Development Management,Cronk Geayee 53 Ballanard Road Douglas Isle Of Man IM2 5HD
Permitted,20/00049/B,"Alterations, erection of extension to create first floor to dwelling and widening of driveway and vehicular access",16-Jun-20,Planning Committee,93 King Edward Road Onchan Isle Of Man IM3 2AS
Permitted,20/00050/B,"Alterations, installation of two dormer windows and creation of a roof terrace with glazed balustrade with associated external staircase",07-Apr-20,Principal Planner- North (CB),Loraldene Tromode Park Douglas Isle Of Man IM2 5LA
Permitted,20/00051/B,"Installation of three receiver dishes on chimney, roof and rear elevation",20-Mar-20,Principal Planner - South (SC),Heywood House Ridgeway Street Douglas Isle Of Man IM1 1EW
Permitted,20/00052/MCH,Minor changes application for PA 18/00611/B involving re positioning of external steps and location of retaining wall,18-Feb-20,Director 2017+,Monks Bridge Cottage Abbey Road Lane Ballasalla Isle Of Man IM9 3DE
Permitted,20/00053/B,"Alterations, installation of rendering and cladding, window and door alterations, extension of existing raised patio area, installation of a flue and erection of a detached summerhouse to provide ancillary living accommodation",15-Apr-20,Director 2017+,Highfield Howe Road Port St. Mary Isle Of Man IM9 5LB
Permitted,20/00054/B,Erection of an extension to dwelling and a carport to existing garage,20-Mar-20,Principal Planner - South (SC),Ashmead Croit E Quill Road Laxey Isle Of Man IM4 7JJ
Permitted,20/00055/B,Siting of a caravan / motorhome to be used as living accommodation for a period of 18 months whilst converting a barn to a residential dwelling (PA 19/00773/B),09-Mar-20,Planning Committee,Lower Skerrisdale Farm Peel Road Kirk Michael Isle Of Man IM6 1HP 
Permitted,20/00056/A,Approval in principal for the erection of a farm workers dwelling,23-Mar-20,Planning Committee,Field 324731 Ballavitchel Road Crosby Isle Of Man  
Permitted,20/00057/B,Raising of existing garage roof and erection of two storey extension to rear of garage to provide sun room with storage above,01-Jul-20,Principal Planner - South (SC),Jasmindene 21 Ballanard Road Douglas Isle Of Man IM2 5HA
Permitted,20/00058/D,Installation of illuminated information signage,22-Jun-20,Head of Development Management,Left Hand Side Of Entrance To International House Isle Of Man Business Park Braddan Isle Of Man  
Permitted,20/00059/B,"Removal of condition 2 of PA 18/00083/C, to remove the restriction of the 2 year trial period",16-Apr-20,Principal Planner- North (CB),Flat 7  Victoria Court Victoria Road Douglas Isle Of Man IM2 4HH
Permitted,20/00061/B,Erection of a detached replacement dwelling with associated driveway,12-Mar-20,Head of Development Management,Belmont Lewaigue Road Dreemskerry Ramsey Isle Of Man IM7 1BF 
Refused,20/00062/D,Erection of non-illuminated signage board,03-Apr-20,Principal Planner- North (CB),Cu-Plas Snugborough Trading Estate Union Mills Isle Of Man IM4 4LG 
Refused,20/00063/D,Erection of non-illuminated signage board,08-Apr-20,Principal Planner- North (CB),Cu-Plas Snugborough Trading Estate Union Mills Isle Of Man IM4 4LG 
Permitted,20/00064/B,Conversion of an out building to provide ancillary living accommodation (partial retrospective),24-Mar-20,Planning Committee,Clougher House Ballamodha Straight Ballamodha Ballasalla Isle Of Man IM9 3AZ 
Permitted,20/00065/B,Replacement of existing glazed porch roof with tile,12-Mar-20,Head of Development Management,11 Thornhill Close Ramsey Isle Of Man IM8 3LA
Permitted,20/00066/B,"Erection of a rear garage extension, car port and installation of replacement UPVC conservatory frames and glazing to rear elevation (all retrospective)",15-May-20,Principal Planner - South (SC),53 Ballagarey Road Glen Vine Isle Of Man IM4 4EQ
Permitted,20/00067/B,Removal of a rear chimney,12-Mar-20,Head of Development Management,Ballaglea 11 St Ninians Road Douglas Isle Of Man IM2 4BB
Permitted,20/00068/B,Construction of a roof over rear yard to form extension to dwelling,12-Mar-20,Head of Development Management,50 Alberta Drive Onchan Isle Of Man IM3 1LX
Permitted,20/00069/B,Erection of three attached dwellings with associated off road parking,04-Sep-20,Planning Committee,Land At The Junction Of May Hill And Glen Elfin Road Ramsey Isle Of Man  
Permitted,20/00070/B,Creation of driveway and vehicular access,12-Mar-20,Head of Development Management,40 Droghadfayle Road Port Erin Isle Of Man IM9 6EN
Permitted,20/00071/B,Erection of detached double garage on existing driveway,14-May-20,Principal Planner - South (SC),Kerrowmoar Farm Kerrowmoar Sulby Isle Of Man IM7 2AX 
Permitted,20/00072/B,Erection of an agricultural building to provide a livestock shelter,12-May-20,Planning Committee,Field 624084 Rhowin Road Maughold Isle Of Man  
Permitted,20/00073/B,Conversion of existing building for use as (Class 1.1 and Class 1.3) and enclosure of structure to provide in door seating,19-May-20,Planning Committee,Boating Pool Kiosk Loch Promenade Douglas Isle Of Man IM1 2BT 
Permitted,20/00074/B,Widening of existing vehicular access and driveway,12-Mar-20,Head of Development Management,10 Falkland Drive Onchan Isle Of Man IM3 1EF
Permitted,20/00075/B,Landscaping works to part of field number 320424 (amendment to PA 19/01017/B) (retrospective),02-Apr-20,Principal Planner - South (SC),Sunnybank House West Baldwin Isle Of Man IM4 5HD 
Permitted,20/00076/B,Removal of chimney stack,02-Apr-20,Principal Planner - South (SC),29/30 Shore Road Peel Isle Of Man IM5 1NZ
Permitted,20/00077/B,Erection of a rear extension,17-Apr-20,Principal Planner- North (CB),11 Honeysuckle Lane Douglas Isle Of Man IM2 7DY
Permitted,20/00078/C,Additional use of dwelling as a fitness studio,12-May-20,Planning Committee,14 Carnane View Ballakilley Port St Mary Isle Of Man IM9 5NR 
Permitted,20/00079/GB,"Installation of ventilation flues, internal works and refurbishment (in association with PA 20/00080/CON)",12-Mar-20,Head of Development Management,King Williams College King Williams College Grounds Castletown Isle Of Man IM9 1TP 
Permitted,20/00080/CON,"Registered building consent for the installation of ventilation flues, internal works and refurbishment (in association with PA 20/00079/GB) Registered Building Nos. 185",12-Mar-20,Head of Development Management,King Williams College King Williams College Grounds Castletown Isle Of Man IM9 1TP 
Application Withdrawn,20/00081/B,Erection of a replacement pedestrian footbridge,16-Oct-20,Withdrawn,TT Grandstand Footbridge Glencrutchery Road Douglas Isle Of Man  
Refused,20/00082/B,Erection of replacement sewage treatment works with associated landscaping and bridge for vehicle access,30-Jul-20,Planning Committee,Sewage Works Breeze Hill Laxey Isle Of Man IM4 7DL 
Permitted,20/00083/B,Installation of replacement windows and front door,07-May-20,Principal Planner- North (CB),6 Rosemount Douglas Isle Of Man IM1 3HQ
Permitted,20/00084/B,"Rendering works, window alteration to rear elevation and installation of a flue",12-Mar-20,Head of Development Management,79 Ballacriy Park Colby Isle Of Man IM9 4LY
Permitted,20/00085/B,Extension of existing dormer window,30-Mar-20,Principal Planner - South (SC),1 Ballafurt Close Port Erin Isle Of Man IM9 6HS
Permitted,20/00086/B,Alterations and conversion of garage to create additional living space,30-Jul-20,Principal Planner - South (SC),37 Maple Avenue Onchan Isle Of Man IM3 3GA
Application Withdrawn,20/00087/CON,Installation of granite commemorative plaque,10-Feb-20,Withdrawn,Market Hall Market Hill Douglas Isle Of Man IM1 2BH 
Permitted,20/00088/B,Erection of a single storey extension,02-Jun-20,Head of Development Management,Burnside Colden Road Douglas Isle Of Man IM2 3NQ 
Permitted,20/00089/B,Repositioning and replacement of driveway gates,12-Mar-20,Head of Development Management,Green Gables Laxey Road Baldrine Isle Of Man IM4 6HA
Permitted,20/00090/B,Installation of two front elevation and one rear elevation replacement windows,17-Apr-20,Principal Planner- North (CB),Flat 1   72 Derby Square Douglas Isle Of Man IM1 3LR
Permitted,20/00091/B,Installation of a heat pump to replace existing boiler,12-Mar-20,Head of Development Management,23 Scarlett Road Castletown Isle Of Man IM9 1NS
Refused,20/00092/B,Widening of vehicle access to create additional off road parking,28-Apr-20,Principal Planner- North (CB),14 Marathon Avenue Douglas Isle Of Man IM2 4HZ
Permitted,20/00093/C,Change of use of redundant agricultural building to a distillery,16-Jun-20,Planning Committee,Ballakelly Farm Kiondroghad Road Andreas Isle Of Man IM7 3EJ
Permitted,20/00094/B,Creation of French doors,02-Apr-20,Principal Planner - South (SC),Monks Bridge Cottage Abbey Road Lane Ballasalla Isle Of Man IM9 3DE
Permitted,20/00095/B,Erection of a lean to extension to side of existing agricultural building,07-May-20,Planning Committee,Upper Sartfield Sartfield Road Jurby Isle Of Man IM7 3AZ 
Permitted,20/00096/B,Installation of a 20 cycle shelter,12-Mar-20,Head of Development Management,Castle Rushen High School Arbory Road Castletown Isle Of Man IM9 1RE
Permitted,20/00097/B,Installation of roof mounted solar panels,07-May-20,Planning Committee,Mountain View Innovation Centre Jurby Road Ramsey Isle Of Man IM7 2DZ 
Permitted,20/00098/B,Removal of a door access,12-Mar-20,Head of Development Management,27 Alberta Drive Onchan Isle Of Man IM3 1LT
Permitted,20/00099/C,Additional use of residential property (class 3.3) as self-catering tourist accommodation (class 3.6),02-Apr-20,Principal Planner - South (SC),6 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND
Application Withdrawn,20/00100/B,Conversion of residential property (class 3.3) to provide three self-contained apartments (class 3.4),03-Mar-20,Withdrawn,7 Peel Road Douglas Isle Of Man IM1 4LR
Permitted,20/00101/B,Erection of a rear extension,12-Mar-20,Head of Development Management,9 Cherry Walk Douglas Isle Of Man IM2 5NS
Refused,20/00103/B,"Alterations, erection of ground and two storey extensions to provide garaging and living space with additional use as tourist living accommodation",16-Apr-20,Director 2017+,Borodaill Peel Road Glen Mooar Kirk Michael Isle Of Man IM6 1HL 
Application Withdrawn,20/00104/B,Erection of a porch extension,02-Jun-20,Withdrawn,Ballellin Farm Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HJ
Permitted,20/00105/B,Erection of an extension and creation of a new window,20-Mar-20,Principal Planner - South (SC),48 Howe Road Onchan Isle Of Man IM3 2AZ
Permitted,20/00106/B,Removal of a chimney stack,07-May-20,Principal Planner- North (CB),3 Princes Avenue Douglas Isle Of Man IM2 3JB
Permitted,20/00107/C,Change of use of residential dwelling (class 3.3) to tourist living accommodation (class 3.6),17-Mar-20,Head of Development Management,17 Victoria Terrace Douglas Isle Of Man IM2 4EX
Permitted,20/00108/B,Installation of replacement windows and door,17-Jul-20,Head of Development Management,3 Westminster Terrace Douglas Isle Of Man IM1 4ED
Permitted,20/00109/B,Installation of a flue,23-Apr-20,Principal Planner - South (SC),1 Elizabeth Rise Castletown Isle Of Man IM9 1EL
Refused,20/00110/B,"Repositioning of access, change of use of part of field for parking of residential and agricultural vehicles",16-Jun-20,Planning Committee,Part Of Field 314932 Holly Holme Main Road Greeba Isle Of Man IM4 2DU
Permitted,20/00111/B,Alterations and erection of an extension,06-Apr-20,Principal Planner- North (CB),Orrys Cliff Ballaragh Road Laxey Isle Of Man IM4 7PE
Permitted,20/00112/B,Installation of replacement windows,27-Apr-20,Principal Planner - South (SC),8 Primrose Avenue Douglas Isle Of Man IM1 4EB
Refused,20/00113/GB,Installation of replacement windows and doors to front and rear elevations (in association with 20/00114/CON),13-May-20,Principal Planner - South (SC),3 Auckland Terrace Parliament Street Ramsey Isle Of Man IM8 1AF 
Refused,20/00114/CON,Registered Building consent for installation of replacement windows and doors to front and rear elevations (in association with 20/00113/GB) Registered Building Nos. 152,13-May-20,Principal Planner - South (SC),3 Auckland Terrace Parliament Street Ramsey Isle Of Man IM8 1AF 
