Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,21/00173/REM,"Reserved matters application for the erection of a farm workers dwelling addressing siting, internal layout, drainage, design, means of access, landscaping, and external appearance (relating to PA 20/00056/A)",01-Jul-21,Planning Committee,Field 324731 Ballavitchel Road Crosby Isle Of Man  
Permitted,21/00174/B,Erection of two agricultural buildings and creation of new field access,19-Jul-21,Planning Committee,Field 324368 Top Road Crosby Isle Of Man  
Split Decision,21/00175/MCH,"Minor changes application to PA 17/00852/B involving alterations to retail unit, car parking, cladding, and retaining walls",06-Apr-21,Principal Planner - South (SC) CLOSED,Crosby Meadows Estate  Ballaglonney Main Road Crosby IM4 2EE
Permitted,21/00176/B,Alterations and erection of a two storey extension,28-Apr-21,Principal Planner - South (SC) CLOSED,Norfolk Place Main Road Greeba Isle Of Man IM4 3LG
Permitted,21/00177/B,Alterations and erection of an extension,30-Apr-21,Principal Planner - South (SC) CLOSED,8 Raad Ny Gabbil Castletown Isle Of Man IM9 1HH
Permitted,21/00178/B,Alterations and erection of rear extension,30-Jun-21,Head of Development Management,2 Cambridge Terrace Douglas Isle Of Man IM1 3LL
Permitted,21/00179/CON,Registered Building consent for demolition aspect to PA 21/00178/B,23-Jun-21,Head of Development Management,2 Cambridge Terrace Douglas Isle Of Man IM1 3LL
Permitted,21/00180/B,Creation of new vehicle access and associated hardstanding,23-Apr-21,Head of Development Management,51 Slieau Dhoo Douglas Isle Of Man IM2 5LG
Permitted,21/00181/B,Installation of replacement windows and doors,07-Apr-21,Principal Planner - South (SC) CLOSED,33 York Road Douglas Isle Of Man IM2 3AY
Permitted,21/00182/B,Creation of all weather outdoor riding area,28-May-21,Head of Development Management,Ellan Farm Jurby East Isle Of Man IM7 3HA 
Permitted,21/00183/B,Variation of condition 1 of PA 16/00778/B for an extension of time for a further 4 years,08-Apr-21,Principal Planner - South (SC) CLOSED,Former Methodist Chapel The Cronk Ballaugh Isle Of Man  
Permitted,21/00185/B,Conversion of existing barn to residential use and alterations and erection of an extension to dwelling,23-Sep-21,Principal Planner- North (CB),The Driney Laurel Bank St Johns Isle Of Man IM4 3NL 
Permitted,21/00186/B,Erection of proposed detached dwelling with integral garage on vacant plot.,30-Apr-21,Principal Planner- North (CB),Plot North Of Ballagorry Heights And Adjacent To Instow Ballagorry Drive Glen Mona Ramsey Isle Of Man  
Permitted,21/00187/B,"Refurbishment of existing building including cladding works, rooflights, solar panels, replacement of existing windows and doors and creation of additional access door",23-Apr-21,Principal Planner - South (SC) CLOSED,Castle Industries Building Ronaldsway Industrial Estate Ronaldsway Ballasalla Isle Of Man IM9 2RY
Permitted,21/00188/D,Installation of signage canopies and awnings,27-May-21,Principal Planner- North (CB),1886 Bar And Grill 6 Regent Street Douglas Isle Of Man IM1 2EA
Permitted,21/00189/B,Construction of First floor extension over garage and erection of garden shed,30-Apr-21,Head of Development Management,Greenbank Tynwald Road Peel Isle Of Man IM5 1JZ
Permitted,21/00190/B,Alterations and erection of rear extension,26-May-21,Planning Committee,Kerrowdhoo Glen Duff Ramsey Isle Of Man IM7 2AT 
Refused,21/00191/B,Alterations and erection of a replacement sun room,28-May-21,Principal Planner- North (CB),2 School Road Onchan Isle Of Man IM3 4LA
Permitted,21/00192/B,Internal and external alterations to existing dwelling.,30-Apr-21,Principal Planner- North (CB),Glen Villas Ballamanagh Road Sulby Isle Of Man IM7 2HB
Permitted,21/00193/MCH,Minor Change application to PA 20/00648/B involving relocation of approved garage (retrospective),06-Apr-21,Principal Planner - South (SC) CLOSED,Ballakinnag House Shore Road Ballaugh Isle Of Man IM7 5AZ 
Permitted,21/00194/B,Installation of two replacement windows to rear elevation,15-Apr-21,Principal Planner - South (SC) CLOSED,41 Stanley Terrace Christian Street Peel Isle Of Man IM5 1NP 
Permitted,21/00195/B,Erection of a single storey rear extension,30-Apr-21,Principal Planner - South (SC) CLOSED,Ballagawne House Ballagawne Road Colby Isle Of Man IM9 4AZ
Permitted,21/00196/MCH,Minor Changes application to PA 16/01110/B involving alterations to entrance doors and garage doors to west elevation,14-May-21,Head of Development Management,Shore House Shore Road Port Erin Isle Of Man IM9 6HH
Permitted,21/00197/B,Conversion of offices into 3 apartments and creation of salon treatment room,16-Jul-21,Principal Planner- North (CB),29 Victoria Street Douglas Isle Of Man IM1 2LG
Permitted,21/00198/B,Alterations and erection of an extension,02-Jun-21,Head of Development Management,Sharrow House Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QJ
Permitted,21/00199/B,Installation of a replacement foot bridge,15-Apr-21,Head of Development Management,Summerhill Glen Summerhill Douglas Isle Of Man  
Permitted,21/00200/B,Replace existing roof tiles with slate,07-Apr-21,Principal Planner - South (SC) CLOSED,9 Queens Drive West Ramsey Isle Of Man IM8 2JB
Split Decision,21/00201/MCH,"Minor Changes application to PA 18/00182/B involving changes to windows, cladding and decking",19-Apr-21,Head of Development Management,White Cottage Pinfold Hill Laxey Isle Of Man IM4 7HN 
Permitted,21/00202/B,Construction of First Floor Extension above Bedroom / Kitchen & Ground Floor Extension to rear of Kitchen create additional residential accommodation,20-May-21,Head of Development Management,36 Ballanoa Meadow Santon Isle Of Man IM4 1HQ 
Permitted,21/00203/B,Erection of a replacement dwelling with associated landscaping,23-Apr-21,Head of Development Management,The Warren Clannagh Road Santon Isle Of Man IM4 2HP 
Permitted,21/00204/B,Removal of existing chimney stack (retrospective),27-May-21,Principal Planner- North (CB),37 Devonshire Road Douglas Isle Of Man IM2 3QZ
Permitted,21/00205/B,Alterations and erection of a single storey extension,30-Apr-21,Principal Planner - South (SC) CLOSED,25 St Runius Way Glen Vine Isle Of Man IM4 4FH
Permitted,21/00206/B,Erection of a summer house,17-Jun-21,Head of Development Management,68 Farmhill Meadows Douglas Isle Of Man IM2 2LQ
Permitted,21/00207/B,Replacement of existing windows and associated dwarf wall with new sliding / folding doors as indicated on drawing P01.,30-Apr-21,Principal Planner- North (CB),1 Croit Rance Ballafayle Ramsey Isle Of Man IM7 1EB 
Refused,21/00208/B,Erection of extension and creation of a first floor to dwelling,14-May-21,Head of Development Management,16 Queen Margaret Road Glen Vine Isle Of Man IM4 4ET
Permitted,21/00209/MCH,Minor Change application to PA 19/00870/B involving creation and removal of a window to side elevations,19-Mar-21,Head of Development Management,1 King Orry Place Glen Vine Isle Of Man IM4 4EP
Permitted,21/00210/B,Installation of a replacement front door and removal of a chimney stack,22-Apr-21,Principal Planner- North (CB),La Mona Lisa Restaurant Deepdale Glen Road Laxey Isle Of Man IM4 7AB 
Refused,21/00211/B, Siting of a storage container for agricultural machinery and animal feed and creation of associated hard standing (retrospective),22-Apr-21,Principal Planner- North (CB),Field 510788 Old Castletown Road / Off Arragon Lane Santon Isle Of Man IM4 1HG 
Permitted,21/00212/B,Creation of first floor balcony and roof canopy over rear patio,12-May-21,Principal Planner- North (CB),The Old Vicarage Lonan Church Road Laxey Isle Of Man IM4 7JX
Permitted,21/00213/B,Erection of an extension and creation of an additional window,14-May-21,Head of Development Management,Lodge Cottage Ballavarry Farm Bernahara Road Andreas Isle Of Man IM7 3HH 
Permitted,21/00214/B,Partial removal of existing chimney stack,08-Apr-21,Principal Planner - South (SC) CLOSED,2 The Willows Ballasalla Isle Of Man IM9 2EW
Permitted,21/00215/B,Installation of windows and doors to rear elevation,20-May-21,Head of Development Management,Cornerstone 5 Lime Street Port St. Mary Isle Of Man IM9 5ED 
Permitted,21/00216/B,"Window and door alterations, installation of roof lantern and installation of flue.",14-May-21,Principal Planner - South (SC) CLOSED,5 Ballakeyll Colby Isle Of Man IM9 4AY
Permitted,21/00217/B,Erection of fencing to rear boundary (retrospective),19-May-21,Principal Planner- North (CB),14 Claughbane Drive Ramsey Isle Of Man IM8 2AZ
Permitted,21/00218/GB,"Creation of a doorway from an existing window, and installation of replacement windows, doors and roof slates (in association with 21/00219/CON)",30-Jun-21,Principal Planner- North (CB),17 Bridge Lane Ramsey Isle Of Man IM8 3DE
Permitted,21/00219/CON,"Registered Building consent for the creation of a doorway from an existing window, and installation of replacement windows, doors and roof slates (in association with 21/00218/GB) Registered Building Nos. 220",30-Jun-21,Principal Planner- North (CB),17 Bridge Lane Ramsey Isle Of Man IM8 3DE
Permitted,21/00220/B,"Erection of eight industrial units / commercial / storage units with associated roads, footpaths and vehicle parking",12-May-21,Planning Committee,Land Off Harcourt Drive Balthane Industrial Estate Balthane Ballasalla Isle Of Man  
Permitted,21/00221/MCH,Glazing to Sitting Area amended. Bathroom window amended.,22-Apr-21,Principal Planner - South (SC) CLOSED,Ballachrink Lodge Glen Mooar Road St Johns Isle Of Man IM4 3AG
Permitted,21/00222/C,Change of use from light industrial to fitness studio/gym,27-Apr-21,Planning Committee,Unit 27/28 Gladstone Park Industrial Estate Ramsey Isle Of Man IM8 2LA 
Permitted,21/00224/B,Alterations and erection of rear extension,30-Jun-21,Principal Planner- North (CB),13 Highcroft Avenue Douglas Isle Of Man IM2 5BW
Permitted,21/00225/B,"Conversion of part of warehouse to provide self storage facility with ancillary staff and office space, including the provision of new windows and access, the modification of existing vehicular access to the building, provision of canopy, repainting of th",26-Apr-21,Principal Planner - South (SC) CLOSED,Warehouse  Ronaldsway Industrial Estate Ronaldsway Ballasalla Isle Of Man IM9 2AA 
Permitted,21/00226/A,Approval in principle for the erection of a detached garage addressing siting,19-May-21,Head of Development Management,Fern Glen Groudle Road Onchan Isle Of Man IM3 2EZ 
Application Withdrawn,21/00227/B,"Variation of condition 1 of PA 16/00805/B, Alterations and erection of extension to provide two apartments for tourist accommodation with associated parking, to extend the period of permission for a further two years",24-Aug-21,Withdrawn,Deepdale Laxey Launderette Complex Glen Road Laxey Isle Of Man IM4 7AB
Permitted,21/00229/B,Alterations and erection of an extension to rear elevation,28-May-21,Head of Development Management,11 Somerset Road Douglas Isle Of Man IM2 5AD
Permitted,21/00230/B,"Alterations, erection of a two storey extension to provide additional living space and ancillary living accommodation and formation of a balcony with glazed balustrade",11-Jun-21,Head of Development Management,Cable Cottage Port E Vullen Ramsey Isle Of Man IM7 1AP 
Permitted,21/00231/CON,Registered building consent for demolition elements of PA 21/00229/B,28-May-21,Head of Development Management,11 Somerset Road Douglas Isle Of Man IM2 5AD
Permitted,21/00232/B,"Variation of condition 1 of PA18/01234/B for the approval in principle for the erection of a four storey apartment block, to extend the period of approval for a further 2 years",16-Apr-21,Head of Development Management,21 - 22 West Quay Ramsey Isle Of Man IM8 1DL 
Permitted,21/00233/B,Alterations and the erection of an extension,14-May-21,Principal Planner - South (SC) CLOSED,5 Silverburn Drive Ballasalla Isle Of Man IM9 2DR
Permitted,21/00234/GB,"External works to include re-roofing, re-rendering, installation of replacement windows, replacement fascias and rainwater goods (in association with 21/00236/CON)",18-May-21,Principal Planner - South (SC) CLOSED,"Ellan Vannin, Packet House & Solomons Corner The Quay Castletown Isle Of Man IM9 1LD"
Permitted,21/00236/CON,"Registered Building consent for external works to include re-roofing, re-rendering, installation of replacement windows, replacement fascias and rainwater goods (in association with 21/00234/GB) Registered Building Nos. 41 & 42",18-May-21,Principal Planner - South (SC) CLOSED,"Ellan Vannin, Packet House & Solomans Corner The Quay Castletown Isle Of Man IM9 1LD"
Permitted,21/00237/B,Installation of a flue to gable wall,27-May-21,Principal Planner- North (CB),4 Robert Cubbon Close Reayrt Y Sheear Douglas Isle Of Man IM2 6PT 
Permitted,21/00238/B,"Variation of condition 1 of PA 17/00214/B, Erection of a replacement dwelling, to increase the period of permission by two years",27-Apr-21,Planning Committee,Perk Cottage Knock Froy Road Santon Isle Of Man IM4 1JD
Permitted,21/00239/B,Alteration and extension to rear of both properties,14-May-21,Principal Planner - South (SC) CLOSED,Ingleside & Yn Conney Shore Road Castletown Isle Of Man IM9 1BF
Permitted,21/00240/B,"Alterations, extension and dormer extension to rear, increase in chimney height, bi fold doors to front elevation and rear window amendments",15-Jun-21,Planning Committee,Lhingague Surby Road Surby Port Erin Isle Of Man IM9 6TB
Permitted,21/00241/B,Alterations and creation of and installation of external stairs,19-May-21,Principal Planner- North (CB),Flat 1 8 Fort William Head Road Douglas Isle Of Man IM1 5BQ 
Permitted,21/00242/C,Additional use of ancillary accommodation and office as tourist accommodation,01-Jun-21,Planning Committee,Maggies Cottage Rhenny Mooar Farm Rhenny Mooar Lane Greeba Isle Of Man IM4 2DT
Permitted,21/00243/B,Installation of three replacement windows to front elevation,15-Apr-21,Head of Development Management,18 Westminster Terrace Douglas Isle Of Man IM1 4EE
