"PA Ref","Proposal","Property Address","Decision","PA Decision Issued","Determining Body","Appeal Lodged","Appeal Determined","Appeal Decision","Year","URL"
"16/01291/B","Replacement of an existing lamp post with an antenna topped lamp post with associated equipment cabinets","Sure Site, Near Junction With Lakeside Road Hailwood Avenue Douglas Isle Of Man  ","Permitted","07-Feb-17","Planning Committee","14-Feb-17","22-Jun-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01291/B"
"16/01087/B","Creation of an access point for sub station.","Access To RL360 House Cooil Road Douglas Isle Of Man  ","Refused","10-Feb-17","Planning Committee","27-Feb-17","22-Jun-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01087/B"
"16/00888/B"," Erection of a double garage and creation of a new vehicular access with associated landscaping","Arbory House Glen Road Colby Isle Of Man IM9 4HW","Permitted","15-Nov-16","Planning Committee","05-Dec-16","03-May-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00888/B"
"16/00859/B","Erection of fencing and gate access and use of the land for educational purposes","Land Adjacent To Onchan School School Road Onchan Isle Of Man  ","Permitted","09-Aug-17","Planning Committee","23-Aug-17","27-Nov-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00859/B"
"16/00051/B","Alterations and conversion of building to form a dwelling with integral garage","Alpine Mews Strathallan Lane Onchan Isle Of Man IM3 1NJ","Permitted","01-Mar-16","Planning Committee","14-Mar-16","15-Mar-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00051/B"
"16/01325/C","Change of use of part of practice ground as campsite for 2017 TT and Festival of Motoring periods.","Field 314539 Rheast Lane Peel Isle Of Man  ","Permitted","09-Mar-17","Planning Committee","22-Mar-17","10-May-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01325/C"
"16/00839/B","Creation of a five storey building to provide retail space and six residential apartments","Showroom East Quay Peel Isle Of Man IM5 1AR","Permitted","08-Aug-17","Planning Committee","22-Aug-17","06-Dec-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00839/B"
"16/01372/B","Alterations and additions to form restaurant, commercial units and four apartments and erection of flue","Isle Of Man Bank 26 Main Road Onchan Isle Of Man IM3 1AP","Permitted","05-Apr-17","Planning Committee","25-Apr-17","17-Jul-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01372/B"
"17/00414/B","Erection of twenty affordable homes with associated road access, drainage, street lighting and landscaping","Land At Ballacubbon Adjacent To Cooyrt Balley Cubbon & Dreem Balley Cubbon Colby Isle Of Man  ","Permitted","04-Jul-17","Planning Committee","19-Jul-17","27-Nov-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=17/00414/B"
"16/00797/B","Erection of a replacement dwelling (amendment to PA 15/00857/B)","Berberis Cottage Pinfold Hill Laxey Isle Of Man IM4 7HJ","Permitted","18-Oct-16","Planning Committee","07-Nov-16","15-May-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00797/B"
"16/01173/B","Creation of three new dwellings with associated golf club car park and access alterations/improvements.","Golf Links Brookfield Avenue Ramsey Isle Of Man IM8 2AH","Permitted","20-Jul-17","Planning Committee","09-Aug-17","25-Oct-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01173/B"
"16/00444/B","Erection of stables with associated store and tack rooms","Field 314666 Mill Road Greeba Isle Of Man  ","Permitted","10-Oct-16","Planning Committee","31-Oct-16","10-Jan-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00444/B"
"15/01156/A","Approval in principle for the residential development of thirty six dwellings addressing siting and means of access","Part Of Grounds Associated With Close Jairg Beg And Field's 324318, 320912 & 324316 Old Church Road Crosby Isle Of Man  ","Refused","01-Dec-16","Planning Committee","16-Dec-16","02-May-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=15/01156/A"
"15/01276/B","Erection of a marquee adjacent to overflow car park to be used for promotional events, charity functions, exhibitions, children's activities, and leisure activities including ice rink and roller skating (retrospective)","Car Park Tynwald Mills Road St Johns Isle Of Man  ","Refused","18-Oct-16","Planning Committee","21-Oct-16","03-May-17","Refused at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=15/01276/B"
"16/01404/B","Erection of replacement dwelling","31 Scarlett Road Castletown Isle Of Man IM9 1NS ","Permitted","25-May-17","Planning Committee","05-Jun-17","21-Aug-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01404/B"
"16/01317/B","Additional use and conversion of retail units to form two residential units for permanent and tourist use","17 & 19 Malew Street Castletown Isle Of Man IM9 1AB ","Refused","09-Jan-17","Planning Committee","16-Jan-17","07-Feb-17","Appeal Withdrawn","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01317/B"
"16/01075/B","Conversion of 2 properties into 1 plus other works.","2 Castle Quay Castletown Isle Of Man IM9 1AU","Refused","03-Nov-16","Planning Committee","11-Nov-16","09-Feb-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01075/B"
"16/00729/B","Demolition of existing redundant workshop and erection of a dwelling","40 Douglas Street Peel Isle Of Man  ","Permitted","01-Nov-16","Planning Committee","21-Nov-16","06-Mar-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00729/B"
"16/00228/B","Proposed apartment building on vacant site and associated highway alterations","Site Adjacent To Hanley Court North Shore Road Ramsey Isle Of Man  ","Permitted","12-Dec-16","Planning Committee","22-Dec-16","26-Jul-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00228/B"
"16/00806/C","Creation of a fenced play area with path to roadway","Field 320936 Ballawilleykilley Farm Glen Vine Road Glen Vine Isle Of Man  ","Permitted","07-Mar-17","Planning Committee","27-Mar-17","26-Jun-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00806/C"
"15/00145/A","Approval in principle for demolition of existing church hall and erection of three dwellings, addressing means of access","Andreas Church Hall Andreas Village Isle Of Man IM7 4EZ ","Permitted","20-Oct-16","Planning Committee","08-Nov-16","15-Mar-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=15/00145/A"
"16/00258/B","Erection of a building containing three staff apartments to ground floor and office accommodation to first floor with associated landscaping and parking","Land At Arragon House Arragon Santon Isle Of Man IM4 1HH  ","Refused","20-Sep-16","Planning Committee","04-Oct-16","09-Feb-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00258/B"
"17/00489/B","Restoration and remodelling of property including removal of lean-to extension and replacement with extension to north-east elevation","21 Lime Street Port St. Mary Isle Of Man IM9 5EF","Permitted","04-Jul-17","Planning Committee","25-Jul-17","25-Oct-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=17/00489/B"
"16/01400/B","Alterations and erection of extension to dwelling","Reayrt Ny Marrey Ballakaighen Ballabooie Road Peel Isle Of Man IM5 2AH ","Permitted","08-May-17","Planning Committee","10-May-17","10-Aug-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01400/B"
"16/00902/B","Erection of one wind turbine (shown as number 1 on the plans) and associated underground cabling","Field No.s  334815, 330290, 334814 & 334835 Ballacallin Farm Gordon Peel Isle Of Man  ","Refused","14-Dec-16","Planning Committee","03-Jan-17","02-May-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00902/B"
"17/00592/B","Erection of a stable block, including garage and store, extension of access lane and creation of a ménage","Cronk House Ballavagher Road St Johns Isle Of Man IM4 3JF","Refused","20-Jul-17","Planning Committee","21-Jul-17","25-Oct-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=17/00592/B"
"16/01402/A","Approval in principle for the erection of residential accommodation for older people for up to 25 units addressing means of access","B C S House And Builders Yard Peel Road Braddan Douglas Isle Of Man IM4 4LE ","Refused","25-Apr-17","Planning Committee","15-May-17","21-Aug-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01402/A"
"16/01139/A","Approval in principle for the development of seven dwellings, with means of access to be approved","Field 612728 And Part Of Field 612727 Off Baldrine Road Baldrine Isle Of Man  ","Permitted","14-Sep-17","Planning Committee","02-Oct-17","20-Dec-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/01139/A"
"16/00802/B","Extension of residential curtilage and retention of existing shed (retrospective) and erection of a summerhouse","The Haven & Plot 514147 Ballavale Road Santon Isle Of Man IM4 1EH","Refused","04-Oct-16","Planning Committee","21-Oct-16","10-Jan-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=16/00802/B"
"17/00053/B","Construction of a 60 bed residential care home and day care unit for older residents","Former Glenside Residential Home Site Victoria Road Douglas Isle Of Man IM2 4AF ","Permitted","24-Mar-17","Planning Committee","12-Apr-17","05-Sep-17","Refused at appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=17/00053/B"
"17/00609/B","Replacement of existing windows with UPVC sliding sash units, and replacement of existing front door with composite door","23 Bridge Street Peel Isle Of Man IM5 1NQ ","Permitted","21-Jul-17","Head of Development Management","11-Aug-17","25-Oct-17","Approved at Appeal","2017","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=17/00609/B"
