"Hash","SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish","Market_Value","Consideration","Acquisition_Date","CompletionDate","Issue"
"3fd68cf01787165b77abe4b029b399c5",""," 44","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","181,950.00","03/02/2006","05/05/2006","Shore Road is an invalid locality name"
"22528e401ccf696e231da47380fdb919",""," 35","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","140,000.00","16/12/2005","24/04/2006","Shore Road is an invalid locality name"
"0c4851a010281e4ebb464b42a4e43136",""," 17","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","168,000.00","03/02/2006","15/05/2006","Shore Road is an invalid locality name"
"fb731b093cfe9f729d19b93eee95424b",""," 17","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","200,000.00","20,000.00","01/10/2007","29/04/2008","Shore Road is an invalid locality name"
"ae703e2c5ba736929db51eadc488e6b7",""," 17","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","202,500.00","202,500.00","30/06/2011","16/12/2011","Shore Road is an invalid locality name"
"a2ddf647cf8671084a37014f5d22e5e0",""," 17","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","202,500.00","202,500.00","18/09/2018","12/11/2018","Shore Road is an invalid locality name"
"125931550598f4e3d9488167c50cd6b6",""," 18","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","175,000.00","03/02/2006","15/05/2006","Shore Road is an invalid locality name"
"db354ca6270cdd0e88625f5f130f2d50",""," 37","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","140,000.00","10/02/2006","03/07/2006","Shore Road is an invalid locality name"
"df4540d574d5d70a77b7308ee34a6335",""," 33","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","132,000.00","16/12/2005","11/05/2006","Shore Road is an invalid locality name"
"47f14336406ed040ac33b8b8b897049a",""," 51","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","","165,500.00","17/03/2006","26/06/2006","Shore Road is an invalid locality name"
"dfa13f1fe9bf72678f17c75efa634320",""," 51","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","194,950.00","194,950.00","16/08/2007","25/06/2008","Shore Road is an invalid locality name"
"7cc0e76e85cd50c858fe344792005355",""," 51","","Broogh Wyllin","Shore Road","Kirk Michael","","Michael","270,000.00","270,000.00","14/04/2022","08/06/2022","Shore Road is an invalid locality name"
"c17fadbe777ad4f86a6d1882ce2e2ac7",""," 48","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","183,500.00","07/03/2006","26/06/2006","Shore Road is an invalid locality name"
"94faa28fc82a991f231e8d3b7a8ad4d5",""," 48","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","217,000.00","217,000.00","19/02/2010","29/07/2010","Shore Road is an invalid locality name"
"553842cec8b010b7705d012ae44dfdb0",""," 48","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","192,000.00","192,000.00","14/06/2013","19/11/2013","Shore Road is an invalid locality name"
"6aa349b8c3d85882c20794246dc8966c",""," 20","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","165,000.00","09/03/2006","04/07/2006","Shore Road is an invalid locality name"
"c198b9e8189261eaccbe9a205099aba5",""," 20","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","179,500.00","179,500.00","08/12/2017","16/02/2018","Shore Road is an invalid locality name"
"bff0506300fb35c1d59cf727c7e91767",""," 39","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","132,000.00","03/03/2006","03/07/2006","Shore Road is an invalid locality name"
"23879fd2e2fb921c234f94ef01866ac8",""," 39","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","136,551.00","136,551.00","22/10/2014","06/01/2015","Shore Road is an invalid locality name"
"534c711ed0107bde9d224f246b71c110",""," 39","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","147,500.00","147,500.00","26/04/2019","05/09/2019","Shore Road is an invalid locality name"
"d0a64a36e7bf574e210e2cca16089651",""," 6","","Cleiy Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","","60,000.00","31/03/2006","19/12/2006","Shore Road is an invalid locality name"
"f5444e3ec759d8cc9593fd9a8dd95730",""," 50","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","165,500.00","12/04/2006","22/09/2006","Shore Road is an invalid locality name"
"5c30163764d9384c2c47c0eea61f6ba7",""," 50","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","207,500.00","207,500.00","11/01/2008","27/05/2008","Shore Road is an invalid locality name"
"c80fa6e24f0fcfe8a572db6274b13094",""," 16 ","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","166,500.00","02/05/2006","12/06/2007","Shore Road is an invalid locality name"
"0b8dd30ba2c4852dd57a859f0f1dc29d",""," 16 ","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","196,500.00","196,500.00","27/04/2011","09/08/2011","Shore Road is an invalid locality name"
"e7d4a5c92a764edb0450d6d95418febc",""," 49","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","182,500.00","26/05/2006","23/09/2006","Shore Road is an invalid locality name"
"a196f70b429c055a5083160c7cb6791b",""," 49","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","202,500.00","202,500.00","10/08/2012","11/09/2012","Shore Road is an invalid locality name"
"2356a60be095b93920051810e293dfb2",""," 59","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","256,950.00","14/06/2006","23/09/2006","Shore Road is an invalid locality name"
"3fb3ad0f768c42ae0fb67fbd630d1d7c",""," 59","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","295,000.00","295,000.00","29/04/2008","16/07/2008","Shore Road is an invalid locality name"
"efc74090e04da03d6db8975d6159be8d",""," 60","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","264,675.00","31/03/2006","23/09/2006","Shore Road is an invalid locality name"
"7dc794f47ab672c0f4a71dc8cfabc8c9",""," 60","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","302,000.00","302,000.00","17/12/2012","07/02/2013","Shore Road is an invalid locality name"
"e378f5028a2f48fb4a8a1e40ddbb53b8",""," 58","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","249,950.00","12/05/2006","13/06/2007","Shore Road is an invalid locality name"
"86ba47c24edc3539c39059484a42c991",""," 58","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","270,000.00","270,000.00","16/09/2016","18/01/2017","Shore Road is an invalid locality name"
"e0b2db063f4ae8baa91d01f95dba48e0",""," 1","","Cliey Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","","280,000.00","21/07/2006","15/05/2007","Shore Road is an invalid locality name"
"143f1b3b715c82bb230b256741a09e96",""," 1","","Cliey Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","321,000.00","321,000.00","27/11/2015","11/03/2016","Shore Road is an invalid locality name"
"c8277168d7da7784389887c7776a3607",""," 1","","Cleiy Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","316,000.00","316,000.00","02/03/2018","06/04/2018","Shore Road is an invalid locality name"
"658cddb008219a7f7750f072ecc00641",""," 44","","Faaie Ny Cabbal","Main Road","Kirk Michael","IM6 2HU","Michael","","169,950.00","17/08/2006","15/05/2007","Main Road is an invalid locality name"
"89f79f239cc0ae117e206c03def192f2",""," 44","","Faaie Ny Cabbal","Main Road","Kirk Michael","IM6 2HU","Michael","177,500.00","177,500.00","21/11/2012","24/01/2013","Main Road is an invalid locality name"
"7e418c36d7540ac2fc0a066dbb204d78",""," 44","","Faaie Ny Cabbal","Main Road","Kirk Michael","IM6 2HU","Michael","180,000.00","180,000.00","26/05/2017","29/06/2017","Main Road is an invalid locality name"
"c08959a55716d9c8ade695ef8b12b339",""," 44","","Faaie Ny Cabbal","Main Road","Kirk Michael","IM6 2HU","Michael","185,000.00","185,000.00","20/12/2019","08/06/2020","Main Road is an invalid locality name"
"3543b9668210c1016b940f7a3794cbfb",""," 44","","Faaie Ny Cabbal","Main Road","Kirk Michael","IM6 2HU","Michael","199,950.00","199,950.00","06/01/2021","08/02/2021","Main Road is an invalid locality name"
"e6cd5e5b7c08b80989acb88c1a16a39b",""," 52","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","259,950.00","02/02/2007","14/06/2007","Shore Road is an invalid locality name"
"5de1a6d61a3ee0fe19bf72acc99b1174",""," 52","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","300,000.00","43,671.00","21/11/2014","03/08/2015","Shore Road is an invalid locality name"
"bd0150d8d09c359ccb9867a155cb2413",""," 53","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","258,000.00","27/02/2007","14/06/2007","Shore Road is an invalid locality name"
"73e3f6afc2c35212729314988688d577",""," 53","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","271,000.00","271,000.00","29/06/2012","12/09/2012","Shore Road is an invalid locality name"
"96ed2a6f00f9762291916e52e9eaefb6",""," 56","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","259,950.00","29/03/2007","13/06/2007","Shore Road is an invalid locality name"
"11ab046e32c2c430cf6127a506699185",""," 56","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","300,000.00","0.25","18/08/2014","22/10/2014","Shore Road is an invalid locality name"
"70434ab879c50a98df9bbf7d918927a2",""," 28","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","179,950.00","19/07/2006","13/06/2007","Shore Road is an invalid locality name"
"e0d0cb04371e75adef5e4c3d363194dd",""," 57","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","255,950.00","22/06/2006","13/06/2007","Shore Road is an invalid locality name"
"32d0da889d20d6e7ef239eb5ea196bb0",""," 57","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","285,000.00","285,000.00","22/04/2009","04/11/2009","Shore Road is an invalid locality name"
"e93672e2499b156b9dd379b27d689c50",""," 23","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","","180,950.00","30/06/2006","14/06/2007","Shore Road is an invalid locality name"
"9440e43c19e3597a20a0ae015a99d76d",""," 23","","Broogh Wyllin","Shore Road","Kirk Michael","IM6 1HU","Michael","230,000.00","0.00","12/07/2021","05/10/2021","Shore Road is an invalid locality name"
"795d5caab27fbb66383c833377fb254d",""," 19","","Cleiy Rhennee","Shore Road","Michael","IM6 1HT","Michael","322,500.00","322,500.00","20/07/2007","29/11/2007","Shore Road is an invalid locality name"
"f432c3b2e98c4533f4bebddccbb19146",""," 54","","Broogh Wyllin","Off Shore Road","Kirk Michael","IM6 1HU","Michael","259,950.00","259,950.00","14/02/2007","09/10/2007","Off Shore Road is an invalid locality name"
"d22ee24a126206347bb37ef27bafef81",""," 54","","Broogh Wyllin","Off Shore Road","Kirk Michael","IM6 1HU","Michael","290,000.00","290,000.00","27/02/2020","30/03/2022","Off Shore Road is an invalid locality name"
"a6dccdc473ff408638f0079c44776057",""," 54","","Broogh Wyllin","Off Shore Road","Kirk Michael","IM6 1HU","Michael","420,000.00","420,000.00","25/05/2022","10/11/2022","Off Shore Road is an invalid locality name"
"670e1bd2f016087ee6679a59f11397a4",""," 8","","Cliey Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","345,000.00","345,000.00","10/08/2007","21/02/2008","Shore Road is an invalid locality name"
"e4d6f3a0c5ed3feb247889d88686a4d7",""," 8","","Cliey Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","372,000.00","372,000.00","18/11/2011","04/06/2012","Shore Road is an invalid locality name"
"a1ecb8ae3fa6a60146152afe9f56c238",""," 7/8","Private Drive","Cliey Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","","0.00","10/08/2007","22/02/2008","Shore Road is an invalid locality name"
"7d0566f60d7c95f08bf7bf9b0aee57f9",""," 7/8","Private Drive","Cliey Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","","0.00","18/11/2011","04/06/2012","Shore Road is an invalid locality name"
"46c1ee06b3c137ddca0a8f24a44663ef",""," 7/8","Private Drive","Cliey Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","","0.00","18/11/2012","04/06/2012","Shore Road is an invalid locality name"
"920a7fa3a3b207d19263620da43c873b",""," 7/8","Private Drive","Cliey Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","","0.00","27/08/2013","21/02/2014","Shore Road is an invalid locality name"
"3daed752383b83d09f3d6083b340f01a",""," 7/8","Private Drive","Cliey Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","","0.00","06/09/2013","21/02/2014","Shore Road is an invalid locality name"
"5a3d0f2ce2cd534bc29dc4492f4f9542",""," 2","","Cleiy Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","325,000.00","325,000.00","21/09/2007","22/03/2008","Shore Road is an invalid locality name"
"a28b14de5f322fad5ab7b28e49e65ded",""," 4","","Whitehouse Cottages","Main Road","Kirk Michael","IM6 2HE","Michael","178,000.00","178,000.00","09/11/2007","07/05/2008","Main Road is an invalid locality name"
"0c8698c7d65abeb3b8d33cf51a092fcd","","","A Parcel Of Land","Glebe Farm","Main Road","Kirk Michael","IM6 2HD","Michael","100.00","0.50","08/05/2008","20/02/2009","Main Road is an invalid locality name"
"5736a62b64d5f6b3ec4ea7202619073f","","","","Land At Rambler Cottage","Main Road","Kirk Michael","IM6 1ER","Michael","13,000.00","0.25","21/06/2010","08/12/2010","Main Road is an invalid locality name"
"6f953da7a3f2bfedd1d1a583163322f2","","","","Land At Rambler Cottage","Main Road","Kirk Michael","IM6 1ER","Michael","13,000.00","0.00","29/01/2016","23/05/2016","Main Road is an invalid locality name"
"c3fd01f598d5ec9f7b715ff8790faf79",""," 15","","Cleiy Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","360,000.00","0.25","03/12/2009","25/06/2010","Shore Road is an invalid locality name"
"bb4b53ea78ca2df7347d3e24f530b29e",""," 4","","Close Cullyn","Station Road","Kirk Michael","IM6 1HS","Michael","337,500.00","337,500.00","09/04/2010","14/11/2012","Station Road is an invalid locality name"
"67229cf1cc6cfdc95c43aa8627e0cf65",""," 4","","Close Cullyn","Station Road","Kirk Michael","IM6 1HS","Michael","380,000.00","380,000.00","07/11/2013","11/02/2014","Station Road is an invalid locality name"
"c64f877d08726b31097d34a0ace4d055",""," 3","","Whitehouse Cottages","Main Road","Kirk Michael","IM6 2HE","Michael","209,000.00","209,000.00","18/05/2010","29/10/2010","Main Road is an invalid locality name"
"0535489b1044d31ba41c63452d4bad10",""," 3","","Whitehouse Cottage","Main Road","Kirk Michael","IM6 2HE","Michael","240,000.00","240,000.00","04/10/2022","01/12/2022","Main Road is an invalid locality name"
"6449664f529e7431f4d9ee70212040b3",""," 2","","Erinville Cottages","Douglas Road","Kirk Michael","IM6 1AT","Michael","190,000.00","190,000.00","09/05/2011","07/09/2011","Douglas Road is an invalid locality name"
"91294f3e8090278986325cfcd3d75af4","","","Berk Farmhouse","Berk","Peel Road","Michael","IM6 1AP","Michael","250,000.00","0.25","26/04/2013","13/08/2013","Peel Road is an invalid locality name"
"9dfd275b4e9f7576f5386530478b5205","","","Yn Farrar","Close Cullyn","Station Road","Kirk Michael","IM6 1HS","Michael","250,000.00","250,000.00","21/05/2014","21/10/2014","Station Road is an invalid locality name"
"9f2c9c462151be5bf96650d21520bbef","","","Fields 234353 And 234469","Cammall Farm","Douglas Road","Kirk Michael","IM6 1AU","Michael","50,000.00","50,000.00","06/08/2014","27/01/2015","Douglas Road is an invalid locality name"
"86bbf847d72eac5a4970b46145a5cc98","","","Fields 234353 And 234469","Cammall Farm","Douglas Road","Kirk Michael","IM6 1AU","Michael","50,000.00","50,000.00","09/12/2020","10/02/2021","Douglas Road is an invalid locality name"
"97f99a54e38d8dcd2a9439fd58251305","","","","Rambler Cottage","Main Road","Kirk Michael","IM6 1ER","Michael","210,000.00","20,000.00","29/01/2016","30/01/2017","Main Road is an invalid locality name"
"c77d20d7fab179b2cf53e8388a3c1340","","","Croite Orry","Douglas Corner","Main Road","Kirk Michael","IM6 1AJ","Michael","575,000.00","575,000.00","14/12/2017","17/01/2018","Main Road is an invalid locality name"
"a312ca9959d931019c443eb5764de25c","","","","Rambler Cottage","Main Road","Kirk Michael","IM6 1ER","Michael","223,000.00","20,000.00","19/04/2018","24/04/2018","Main Road is an invalid locality name"
"e1a3d945743080b00231283e27b4967b","","","","Honeysuckle Cottage","Main Road","Kirk Michael","IM6 1ER","Michael","160,000.00","0.50","19/04/2018","01/06/2018","Main Road is an invalid locality name"
"3dd2a669331f1398035d9ab80eab0cae","","","The Barn","Lower Skerrisdale","Stockfield Road","Kirk Michael","","Michael","224,950.00","224,950.00","03/02/2020","22/07/2020","Stockfield Road is an invalid locality name"
"79a0c91aab092beb19f2b029abe62011",""," 4","Dunchuffin","Cleiy Rhennee","Shore Road","Kirk Michael","IM6 1HT","Michael","630,500.00","630,500.00","17/10/2022","03/02/2023","Shore Road is an invalid locality name"
"9ef544093936e0695a46d01ff57fccd8",""," 1","Rose Cottage","Whitehouse Cottages","Main Road","Kirk Michael","IM6 2HE","Michael","309,500.00","309,500.00","15/12/2022","01/03/2023","Main Road is an invalid locality name"
"76c613fbf987b7b1a68b3f6c9c411423",""," 1","","The Grove","Tynwald Road","Peel","IM5 1JZ","German","","100,000.00","12/12/2003","11/08/2004","Tynwald Road is an invalid locality name"
"80868a8ea10658847b38c01ca26a84a5",""," 1","","The Grove","Tynwald Road","Peel","IM5 1JZ","German","","290,000.00","27/01/2006","06/04/2006","Tynwald Road is an invalid locality name"
"9d2ad432779a5cb7d69df459e3524739",""," 1","","The Grove","Tynwald Road","Peel","IM5 1JZ","German","290,000.00","290,000.00","14/02/2014","03/04/2014","Tynwald Road is an invalid locality name"
"1c3e600240df8abb56a3665fca7f3995",""," 29","","Stanley Terrace","Christian Street","Peel","IM5 1NP","German","","170,000.00","23/07/2004","15/10/2004","Christian Street is an invalid locality name"
"6178734d9f7e0351115851e37730f4db",""," 1","","Knocksharry Cottages","Ramsey Road","Peel","IM5 2AF","German","","315,000.00","30/06/2005","15/11/2005","Ramsey Road is an invalid locality name"
