Planning  Applications Determined between 1/1/17 - 31/12/17,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,17/00610/B,Erection of an agricultural building to provide stabling and a feed / equipment store,17-Aug-17,Senior Planning Officer - North (CB),Field 331594 Ballahias Cottage Ballanass Road Lower Foxdale Isle Of Man IM4 3BE 
Permitted,17/00613/B,Alterations and erection of a first floor extension,27-Jul-17,Senior Planning Officer - South (SC),12 Willowbrook Gardens Douglas Isle Of Man IM2 2QQ 
Permitted,17/00715/B,Two storey extension to side of property,22-Sep-17,Senior Planning Officer - South (SC),10 All Saints Park Lonan Laxey Isle Of Man IM4 7LA 
Permitted,17/00759/C,Change of use of first floor residential unit to provide clinic treatment rooms,30-Aug-17,Senior Planning Officer - South (SC),1 The Court Yard Water Street Ramsey Isle Of Man  
Refused,17/00763/C,"Change of use from Industrial, Warehousing and Distribution to Class 2 (a) (Insurance broker)",19-Sep-17,Planning Committee,Unit 12 Cooil Smithy Isle Of Man Business Park Douglas Isle Of Man IM2 2QA 
Permitted,17/00764/C,Additional use of basement residential accommodation as tourist accommodation,24-Aug-17,Director 2017+,Savoy Hotel 6 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU 
Refused,17/00767/B,Creation of a driveway and vehicular access,30-Aug-17,Director 2017+,1 Victoria Place Douglas Isle Of Man IM2 4ET
Permitted,17/01073/B,Installation of decking within rear yard (retrospective),24-Nov-17,Head of Development Management,72 Derby Road Douglas Isle Of Man IM2 3EB
Permitted,17/00401/B,Installation of staircase and other associated works,13-Jul-17,Head of Development Management,Radio Station NATS Cregneash Rushen Isle Of Man  
Refused,17/00355/B,Installation of replacement street lighting,01-Dec-17,Planning Committee,"Fairways Drive, Fairways Approach & Fairways Crescent Mount Murray Isle Of Man  "
Application Withdrawn,17/00398/CON,Registered Building Consent for internal alterations to store rooms and WCs - RB 82,30-May-17,Withdrawn,Units 1 & 4-6 Castle Mona Shops Central Promenade Douglas Isle Of Man IM2 4LZ
Application Withdrawn,17/00420/B,Erection of a two storey self contained residential dwelling with associated parking on land adjacent to existing dwelling,11-Jul-17,Withdrawn,Crovie House Main Road Union Mills Isle Of Man IM4 4AG
Permitted,17/00449/B,Extension within rear yard and creation of external terrace at first floor level with timber screen,05-Jun-17,Senior Planning Officer - South (SC),5 Alexander Drive Douglas Isle Of Man IM2 3QD
Permitted,17/00421/B,Replacement of existing conservatory roof with tiled roof,25-May-17,Senior Planning Officer - South (SC),22 Cronk Drean Douglas Isle Of Man IM2 6AX
Permitted,17/00561/B,Replacement of single storey conservatory at second floor level,30-Jun-17,Senior Planning Officer - South (SC),30 Majestic Close Onchan Isle Of Man IM3 2JH
Permitted,17/00664/B,Alterations and erection of rear extension,27-Jul-17,Head of Development Management,Derwent Maine Road Port Erin Isle Of Man IM9 6LQ
Permitted,17/00665/B,Alterations and erection of rear extension,27-Jul-17,Head of Development Management,2 Erin Lane Port Erin Isle Of Man IM9 6FE 
Permitted,17/00666/B,Creation of an additional first floor window,29-Nov-17,Head of Development Management,Unit 3 Block B Eden Business Park Douglas Isle Of Man IM4 2AY 
Permitted,17/00906/B,Alterations to facilitate a change of use from existing office use to three apartments for use as permanent residential and self-catering tourist accommodation,06-Oct-17,Senior Planning Officer - South (SC),The Warehouse 1A Queen Street Castletown Isle Of Man IM9 1PB
Permitted,16/00532/B,"Erection of structures, covering and siting of storage containers (retrospective)",26-Jan-17,Planning Committee,Peveril Rifle Club Slieau Lhost Quarry Shooting Range  Mountain Road Onchan Isle Of Man  
Permitted,16/01055/VAR,Variation of a condition of application 12/00190/B,06-Jan-17,Senior Planning Officer - North (CB),Poylldooey House Gardeners Lane Ramsey Isle Of Man IM8 2TF
Permitted,16/01140/B,"Installation of fuel storage tank, boiler and flue (Retrospective)",09-Feb-17,Senior Planning Officer - South (SC),7 Ard Reayrt Laxey Isle Of Man IM4 7PZ 
Application Withdrawn,15/00362/D,Erection of LED digital display signage,07-Sep-17,Withdrawn,European House Peel Road Douglas Isle Of Man IM1 5ED 
Application Withdrawn,15/00252/B,Creation of a pond (retrospective),27-Feb-17,Withdrawn,Field 224567 Druidale Road Druidale Ballaugh Isle Of Man  
Refused,16/01205/B,Extension of existing motorhome hard standing area (retrospective),10-Mar-17,Planning Committee,Ballacallin Court Gordon Peel Isle Of Man IM5 3AR 
Permitted,16/01206/B,Creation of two parking bays and access alterations,07-Mar-17,Planning Committee,Ballacallin Court Gordon Peel Isle Of Man IM5 3AR 
Permitted,16/01288/B,"Replacement single storey extension at front, alterations, creation of first floor terrace to rear, and erection of garden shed",06-Jan-17,Senior Planning Officer - South (SC),30 Mines Road Laxey Isle Of Man IM4 7NH
Permitted,16/01347/B,Repositioning of vehicular entrance and erection of workshop/store.,13-Jun-17,Senior Planning Officer - South (SC),4 Cleiy Rhennee Kirk Michael Isle Of Man IM6 1HT
Permitted,17/00023/B,Replacement of existing conservatory roof with tiled roof (retrospective),16-Feb-17,Senior Planning Officer - South (SC),19 Ashbourne Avenue Douglas Isle Of Man IM2 1NW
Permitted,16/00790/B,Conversion of premises from retail to a wine/tapas bar and installation of flue at rear,04-Jan-17,Senior Planning Officer - South (SC),66 Parliament Street Ramsey Isle Of Man IM8 1AJ 
Permitted,16/01310/B,Alterations and single storey extension to rear,15-Feb-17,Senior Planning Officer - North (CB),43 Palatine Road Douglas Isle Of Man IM2 3BP
Permitted,16/01353/B,Single storey extension to rear of property.,10-Jan-17,Senior Planning Officer - North (CB),4 The Chase Ballakillowey Colby Isle Of Man IM9 4BL
Permitted,16/01354/B,"Demolition of existing garage and erection of shed, and single storey rear extension.",21-Jun-17,Head of Development Management,64A Friary Park Ballabeg Castletown Isle Of Man IM9 4EP
Permitted,17/00243/B,Replacement of existing rear annex polycarbonate roof with tiled roof,30-May-17,Senior Planning Officer - South (SC),2 Royal Park Ramsey Isle Of Man IM8 3UF 
Permitted,17/00244/B,Conversion of basement to additional bedroom / bathroom associated with Flat 1 on the ground floor,13-Jun-17,Senior Planning Officer - North (CB),15 Hutchinson Square Douglas Isle Of Man IM2 4HT
Permitted,17/00036/B,Erection of a front porch and front window alteration,22-Feb-17,Director 2017+,15 Odins Way Ballakillowey Colby Isle Of Man IM9 4BQ
Permitted,17/00226/B,Alterations and extensions to dwelling,04-Apr-17,Planning Committee,Kilkenny House Colooneys Lane Cooil Douglas Isle Of Man IM4 2AG
Permitted,17/00259/B,Replacement of timber windows and kitchen door with upvc (retrospective),06-Apr-17,Senior Planning Officer - South (SC),10 Roslyn Terrace Douglas Isle Of Man IM2 5DE
Permitted,17/00261/B,"Alterations, erection of rear extension and front porch and widening of existing driveway and vehicular access",30-Jun-17,Senior Planning Officer - South (SC),Abraka 8 Rheast Lane Peel Isle Of Man IM5 1BE
Permitted,17/00340/B,Erection of a shed and additional use of shop (Class 1) to serve food and drink (Class 3),01-Jun-17,Senior Planning Officer - North (CB),International House Tower Street Ramsey Isle Of Man IM8 1JD 
Permitted,17/00345/D,Erection of illuminated and non-illuminated signage,23-Jun-17,Head of Development Management,Tower House Castle Street & Loch Promenade Douglas Isle Of Man IM1 2EZ
Permitted,17/00347/B,Creation of two gable windows,09-May-17,Senior Planning Officer - North (CB),44 Murrays Lake Drive Mount Murray Douglas Isle Of Man IM4 2HY
Permitted,17/00433/B,Installation of three replacement windows to front elevation,02-Jun-17,Senior Planning Officer - North (CB),The Old Vicarage Church Road Onchan Isle Of Man IM3 1BF 
Permitted,17/00436/B,Erection of a detached two storey garage,15-Sep-17,Senior Planning Officer - South (SC),Dhoon Manor Main Road Dhoon Ramsey Isle Of Man IM7 1HL 
Permitted,17/00480/B,"Replacement of existing conservatory with single storey extension, and extending over existing garage",11-Aug-17,Head of Development Management,3 Clybane Rise Douglas Isle Of Man IM2 2NB
Permitted,16/01128/CON,Conversion of existing registered building to tourist unit.,08-Feb-17,Senior Planning Officer - South (SC),Welch House Church Road Onchan Isle Of Man IM3 1BF
Permitted,16/01173/B,Creation of three new dwellings with associated golf club car park and access alterations/improvements.,20-Jul-17,Planning Committee,Golf Links Brookfield Avenue Ramsey Isle Of Man IM8 2AH
Permitted,16/01379/B,"Replacement of windows, doors and roof covering",03-Mar-17,Senior Planning Officer - South (SC),Courtyard Cottages Staward Farm House Sulby Isle Of Man IM7 2BA 
Permitted,16/01381/D,Installation of illuminated signage above shop front and on shop front window,26-Jan-17,Senior Planning Officer - South (SC),28 Parliament Street Ramsey Isle Of Man IM8 1AW
Refused,17/00007/B,Erection of extension,15-Feb-17,Senior Planning Officer - South (SC),The Anchorage Port E Vullen Ramsey Isle Of Man IM7 1AP 
Permitted,17/00038/D,Installation of non-illuminated signage to gable,20-Feb-17,Senior Planning Officer - South (SC),7 - 17 Wellington Street Douglas Isle Of Man IM1 2PQ
Permitted,17/00073/CON,"Registered Building Application (RB 171) for demolition of existing garage and outbuildings, erection of new garage and garden walls (in connection with application 17/00072/GB)",13-Jul-17,Head of Development Management,Old School House Main Road Sulby Isle Of Man IM7 2HP 
Permitted,17/00593/B,Infilling of balcony over garage to provide sheltered accommodation,06-Jul-17,Senior Planning Officer - South (SC),Trafalgar Rencell Hill Laxey Isle Of Man IM4 7BL 
Permitted,17/00605/B,"Alterations, erection of extension and driveway amendments",04-Aug-17,Head of Development Management,Glenaspet Patrick Road St Johns Isle Of Man IM4 3BP
Permitted,17/00698/B,Erection of ancillary detached accommodation unit to rear of main property,11-Aug-17,Head of Development Management,Gat Y Whing Glen Road Colby Isle Of Man IM9 4PA
Permitted,17/00723/B,Erection of attached single garage,27-Sep-17,Head of Development Management,1 Chapel Close Ballaugh Isle Of Man IM7 5EL
Permitted,17/00762/C,Additional use of ground floor/basement flat as self catering tourist accommodation,24-Aug-17,Director 2017+,Lower Endfield 3 The Promenade Port St. Mary Isle Of Man IM9 5DE
Permitted,17/00793/CON,Registered Building application for internal and external alterations to property - RB 62 (in connection with PA 17/00792/GB),15-Dec-17,Senior Planning Officer - South (SC),4 Parliament Square Castletown Isle Of Man IM9 1LA
Permitted,16/01260/B,Replacement of existing conservatory roof with tiled roof,20-Jan-17,Senior Planning Officer - South (SC),52 Magherchirrym Port Erin Isle Of Man IM9 6DB
Permitted,16/01360/B,Erection of detached garage,25-Apr-17,Planning Committee,Cliftonville Cottage Fistard Port St. Mary Isle Of Man IM9 5PQ 
Permitted,16/01374/B,Erection of agricultural/coppicing building and improvements to existing vehicular access,13-Jun-17,Planning Committee,Field 131811 Narradale Sulby Isle Of Man  
Permitted,17/00045/B,"Alterations to external finishes of property partly to smooth render and partly cladding in stone, as well as installation of balustrade and bi fold doors",22-Feb-17,Director 2017+,11 Perwick Road Port St. Mary Isle Of Man IM9 5PB
Permitted,17/00082/B,Erection of four satellite ground antennas with related buildings and security fencing (comprising amendments to PA 16/00266/B),01-Mar-17,Senior Planning Officer - North (CB),Carnane Radio Site  Adjacent To Upper Howe Farm Old Castletown Road Douglas Isle Of Man  
Permitted,17/00865/B,Replacement of existing glazed conservatory roof with tiles,27-Sep-17,Head of Development Management,Geay Vooar Dreemskerry Ramsey Isle Of Man IM7 1BF 
Permitted,17/00881/B,Replacement of existing conservatory polycarbonate roof with guardian slate grey tiled roof,22-Sep-17,Head of Development Management,15 Farmhill Drive Douglas Isle Of Man IM2 2EQ
Permitted,17/00945/B,"Alterations, erection of extension and creation of vehicular access and driveway",19-Dec-17,Head of Development Management,Sunnycrest Poplar Road Douglas Isle Of Man IM2 4AS
Refused,17/00947/B,"Demolition of existing building and erection of a 72 bedroom residential care home with associated car parking, access, landscaping and highway alterations",20-Nov-17,Planning Committee,Spaldrick House Bradda Road Port Erin Isle Of Man IM9 6PQ
Permitted,17/00996/B,"Alterations, erection of a two storey garage with storage and workshop and erection of a link extension to dwelling",27-Oct-17,Head of Development Management,Poyll Shellee Claughbane Road Ramsey Isle Of Man IM8 2HL
Permitted,17/01018/B,Replacement of two windows with two french doors on rear elevation,06-Nov-17,Head of Development Management,87 Circular Road Douglas Isle Of Man IM1 1AX
Permitted,17/00108/B,Creation of new welfare and meeting facilities for existing business,21-Mar-17,Senior Planning Officer - North (CB),Orrisdale Yard Bollyn Road Orrisdale Kirk Michael Isle Of Man IM6 2HR
Permitted,17/00160/B,Extensions and alterations to dwelling including demolition of existing garage,21-Mar-17,Senior Planning Officer - North (CB),Marbeg Old Castletown Road Port Soderick Isle Of Man IM4 1BD
Permitted,17/00182/B,Widening of existing vehicular access and creation of a pedestrian entrance,23-Aug-17,Senior Planning Officer - South (SC),Brunswick Gardens Albany Road Douglas Isle Of Man IM2 3NP
Permitted,17/00196/A,Approval in principle for the erection of a new dwelling adjacent to the existing property.,26-May-17,Senior Planning Officer - North (CB),Rectory Ballacrosha Ballaugh Isle Of Man IM7 5AQ
Permitted,17/00279/B,Erection of rear extension,18-May-17,Senior Planning Officer - South (SC),19 Howe Road Onchan Isle Of Man IM3 2BB
