Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,11/00272/B,Alteration to rear annex to create kitchen extension,01-Jun-11,Head of Development Management,53 Malew Street Castletown Isle Of Man IM9 1AE
Permitted,11/00273/D,Erection of signage (In association with 11/00274/CON),06-Jun-11,Head of Development Management,Court House Parliament Street Ramsey Isle Of Man IM8 1AR
Permitted,11/00274/CON,Registered Building consent for the erection of signage (In association with 11/00273/D) Registered Building Nos. 079,06-Jun-11,Head of Development Management,Court House Parliament Street Ramsey Isle Of Man IM8 1AR
Permitted,11/00275/B,Installation of a replacement window,28-Apr-11,Head of Development Management,56 Selborne Drive Douglas Isle Of Man IM2 3NL
Permitted,11/00276/B,Alterations and extension to existing garage block,27-May-11,Head of Development Management,Narradale West Narradale Sulby Isle Of Man IM7 2HA 
Permitted,11/00277/B,Creation of patio doors from an existing window,28-Apr-11,Head of Development Management,61 Silverburn Crescent Ballasalla Isle Of Man IM9 2DY
Permitted,11/00278/B,Alterations and erection of an extension to rear elevation of dwelling,28-Apr-11,Head of Development Management,22 Ballanard Road Douglas Isle Of Man IM2 5HF
Permitted,11/00279/C,Additional use of residential apartment as tourist accommodation,12-May-11,Head of Development Management,Flat 3  Carlton Apartments Spaldrick Port Erin Isle Of Man IM9 6PD
Permitted,11/00280/B,Block up three existing garage windows,28-Apr-11,Head of Development Management,Ballaquayle Princes Road Douglas Isle Of Man IM2 4HY
Permitted,11/00281/B,Installation of a flue to side elevation of dwelling,28-Apr-11,Head of Development Management,Shenn Veaiyn Cottage Main Road Foxdale Isle Of Man IM4 3EJ 
Permitted,11/00282/B,Installation of a roof light to dwelling,28-Apr-11,Head of Development Management,154 Woodbourne Road Douglas Isle Of Man IM2 3BD
Permitted,11/00283/B,Installation of roof lights and dormers to dwelling,28-Apr-11,Head of Development Management,9 Westlands Close Ramsey Isle Of Man IM8 3PU 
Permitted,11/00284/B,Construction of steps to replace existing,28-Apr-11,Head of Development Management,Braddan AFC Cronkbourne Victoria Road Douglas Isle Of Man IM2 6AQ
Permitted,11/00285/B,Installation of replacement windows and door,06-May-11,Head of Development Management,Ballakaighen House Whitebridge Road Onchan Isle Of Man IM4 6AD
Permitted,11/00286/B,Erection of an extension to dwelling,18-Apr-11,Director Delegation,2 Bollan Way Glen Vine Isle Of Man IM4 4FD
Permitted,11/00287/B,Erection of an extension to dwelling,18-Apr-11,Director Delegation,Baldromma House Maughold Isle Of Man IM7 1AT 
Permitted,11/00288/B,"Alterations, raise roof level of dwelling and creation of a gable window",18-Apr-11,Director Delegation,1 The Willows Ballasalla Isle Of Man IM9 2EW
Permitted,11/00289/B,Roofing works to dwelling,18-Apr-11,Director Delegation,Sea Winds Cronk Drean Douglas Isle Of Man IM2 6AR
Permitted,11/00290/B,Creation of a doorway,18-Apr-11,Director Delegation,Ramsey Town Hall Parliament Square Ramsey Isle Of Man IM8 1RT
Permitted,11/00291/B,Erection of a replacement porch,18-Apr-11,Director Delegation,Melrose 29 Sartfell Road Douglas Isle Of Man IM2 3NB 
Permitted,11/00292/B,Erection of two dwellings with associated parking,27-May-11,Head of Development Management,Kalaw 41 Groudle Road Onchan Isle Of Man IM3 2EF
Permitted,11/00293/B,"Alterations and erection of an extension to provide a porch, store and office to dwelling",20-Apr-11,Director Delegation,The Spinney 3 Cooil Veg Andreas Isle Of Man IM7 4EU
Permitted,11/00294/B,Window and door alterations to dwelling,20-Apr-11,Director Delegation,42 Devonshire Road Douglas Isle Of Man IM2 3RE
Permitted,11/00295/D,Installation of four awnings,20-Apr-11,Director Delegation,Capital House Circular Road Douglas Isle Of Man IM1 1AG 
Permitted,11/00296/B,"Alterations, replacement of garage door with a window and creation of a first floor extension to dwelling",20-Apr-11,Director Delegation,129 King Edward Road Onchan Isle Of Man IM3 2AX
Permitted,11/00297/B,Alterations and extension to dwelling,21-Apr-11,Director Delegation,Lhannan Shee School Lane Santon Isle Of Man IM4 1EG
Permitted,11/00298/B,Creation of a storage compound,21-Oct-11,Director Delegation,Field 331659 Foxdale Road The Hope St Johns Isle Of Man  
Permitted,11/00299/C,Additional use of ground floor dining room as an office,21-Apr-11,Director Delegation,Cronk Breck House Main Road Greeba Isle Of Man IM4 3LG
Permitted,11/00300/B,Creation of off road parking,27-May-11,Head of Development Management,1 Victoria Road Castletown Isle Of Man IM9 1EP
Permitted,11/00301/B,Installation of two solar panels,26-Apr-11,Director Delegation,Laxey Primary School Quarry Road Laxey Isle Of Man IM4 7DU
Permitted,11/00302/B,Installation of two solar panels,26-Apr-11,Director Delegation,Sulby Primary School Main Road Sulby Isle Of Man IM7 2HP 
Application Withdrawn,11/00303/B,Erection of conservatory extension with raised decking and fencing to south elevation,27-Apr-11,Withdrawn,8 Conister Close Onchan Isle Of Man IM3 4BH
Permitted,11/00304/B,Erection of an extension to dwelling,26-Apr-11,Director Delegation,35 Clybane Rise Douglas Isle Of Man IM2 2LY
Permitted,11/00305/B,Replacement of two cabins,26-Jul-11,Department Application,Timekeepers & Scouts Cabins Grandstand Glencrutchery Road Douglas Isle Of Man  
Permitted,11/00306/B,First floor extension to building,26-Apr-11,Director Delegation,Centenary Hall Atholl Street Peel Isle Of Man IM5 1HQ 
Permitted,11/00307/B,Alterations including creation of an elevated external patio to dwelling,26-Apr-11,Director Delegation,Folieu House Lewaigue Maughold Isle Of Man IM7 1BN 
Permitted,11/00308/B,Alterations and extension to dwelling,26-Apr-11,Planning Committee,Break-O-Day Main Road Foxdale Isle Of Man IM4 3EP
Refused,11/00309/B,Replace existing garage door with a window and erection of a garage extension to dwelling,26-Apr-11,Director Delegation,34 Ballellis Ballawattleworth Estate Peel Isle Of Man IM5 1WZ 
Permitted,11/00310/B,Erection of replacement fencing,26-Apr-11,Director Delegation,Onchan Primary School School Road Onchan Isle Of Man IM3 4PD
Permitted,11/00311/B,Erection of shelter,26-Apr-11,Director Delegation,Anagh Coar School Darragh Passage Douglas Isle Of Man IM2 2BX
Permitted,11/00312/B,Alterations to dwelling including creation of a dormer and removal of garage door,06-May-11,Head of Development Management,8 Victoria Avenue Douglas Isle Of Man IM2 4AN
Permitted,11/00313/B,Erection of balcony to rear elevation,04-Jul-11,Head of Development Management,96 Cronk Liauyr Douglas Isle Of Man IM2 5LR
Permitted,11/00314/B,"Renovation of farmhouse, erection of link extension and barn conversion to form a dwelling",30-Aug-11,Planning Committee,Ballabenna Farmhouse Lhoobs Road Foxdale Isle Of Man  
Application Withdrawn,11/00315/B,"Renovation of dwelling, erection of link extension and conversion of barn to form a dwelling",22-Aug-11,Withdrawn,Bulltrooan Farmhouse Lhoobs Road Foxdale Isle Of Man  
Permitted,11/00316/B,Installation of an additional window to side elevation,06-May-11,Head of Development Management,71 Lezayre Park Ramsey Isle Of Man IM8 2PT
Permitted,11/00317/B,Installation of two roof lights and a dormer window to dwelling,24-May-11,Head of Development Management,Arcady 9 St Ninians Road Douglas Isle Of Man IM2 4BB
Permitted,11/00318/B,Installation of six roof lights on rear elevation,06-May-11,Head of Development Management,47 Slieau Dhoo Douglas Isle Of Man IM2 5LG
Permitted,11/00319/B,"Alterations, erection of a roof extension and extension to rear of dwelling",06-May-11,Head of Development Management,Footprints 12 Christeens Way Ballakillowey Colby Isle Of Man IM9 4BG
Permitted,11/00320/B,Installation of two additional windows at first floor level,06-May-11,Head of Development Management,Unit 1 New Units Balthane Industrial Estate Balthane Ballasalla Isle Of Man IM9 2AX 
Permitted,11/00321/B,Alterations and erection of an extension to dwelling,27-May-11,Head of Development Management,20 Hilltop View Douglas Isle Of Man IM2 2LD
Permitted,11/00322/B,Alterations and installation of playground equipment,24-May-11,Head of Development Management,Auldyn Infants School Lezayre Road Ramsey Isle Of Man IM8 2PA
Permitted,11/00323/C,Change of use from tourist accommodation to a residential dwelling,19-May-11,Head of Development Management,Converted Outbuilding Crosby Farm Bride Road Bride Isle Of Man IM7 4AR
Permitted,11/00324/B,Installation of a replacement front door,24-May-11,Head of Development Management,14 Orry Lane Peel Isle Of Man IM5 1NN
Permitted,11/00325/B,Erection of an equipment store,27-May-11,Head of Development Management,Ballacrebbin Cottage Jurby Road Andreas Isle Of Man IM7 2EJ
Permitted,11/00326/B,Alterations and extension to dwelling,09-May-11,Head of Development Management,18 Greeba Drive Onchan Isle Of Man IM3 1EW
Permitted,11/00327/B,Erection of a detached garage and workshop,18-Oct-11,Planning Committee,Oddfellows Cottage Main Road Glen Vine Isle Of Man IM4 4BF
Permitted,11/00328/B,Extension to holiday cottage,23-May-11,Head of Development Management,The Cabin  Ecklands Corlea Road Ballasalla Isle Of Man IM9 3BA 
Refused,11/00329/B,"Erection of a building to provide storage, garaging and repair facility of plant and equipment",08-Jun-11,Head of Development Management,The Old Quarry Glen Maye Road Patrick Village Isle Of Man  
Permitted,11/00330/B,Re-construction of downstream apron,19-Jul-11,Department Application,Laxey River Weir Opposite New Fire Station Mines Road Laxey Isle Of Man  
Permitted,11/00331/F,Demolition of outbuildings,09-May-11,Head of Development Management,Roslyn House Alexander Drive Douglas Isle Of Man IM2 3QP 
Permitted,11/00332/CON,Registered Building Consent for demolition of outbuildings (In association with 11/00331F),09-May-11,Head of Development Management,Roslyn House Alexander Drive Douglas Isle Of Man IM2 3QP 
Permitted,11/00333/B,Erection of a extension to replace existing conservatory,06-May-11,Head of Development Management,11 Ashlar Drive Union Mills Isle Of Man IM4 4LJ
Permitted,11/00334/B,Removal of a chimney stack,09-May-11,Head of Development Management,Oakfield May Hill Ramsey Isle Of Man IM8 2HJ
Permitted,11/00335/B,Erection of a detached garage,24-May-11,Head of Development Management,Ballafletcher Farm House Ballafletcher Road Cronkbourne Douglas Isle Of Man IM4 4QL
Permitted,11/00336/B,Erection of a replacement porch to dwelling,09-May-11,Head of Development Management,Grianane May Hill Ramsey Isle Of Man IM8 2HJ
Permitted,11/00337/B,Erection of a replacement dwelling,23-May-11,Head of Development Management,Hillside View Gordon Peel Isle Of Man IM5 3AR 
Permitted,11/00338/B,Installation of three solar panels and construction of a boiler house,09-May-11,Head of Development Management,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE 
Permitted,11/00339/B,Erection of extension to replace existing conservatory (Amendment to PA 10/01735/B),09-May-11,Head of Development Management,39 Erin Way Port Erin Isle Of Man IM9 6EF 
Permitted,11/00340/B,Erection of a two storey extension to dwelling (Amendments to PA 08/02299/B & PA 10/01371/B),06-May-11,Head of Development Management,Waters Edge Cottage Abbeylands Isle Of Man IM4 5ED 
Permitted,11/00341/B,Installation of windows to replace existing garage doors,06-May-11,Head of Development Management,27 Majestic Drive Onchan Isle Of Man IM3 2JL
Permitted,11/00342/B,Alterations and creation of a dormer to dwelling,23-May-11,Head of Development Management,24 Briarfield Avenue Onchan Isle Of Man IM3 3JH
Permitted,11/00343/B,Erection of six detached dwellings (Amendments to PA 10/00354/B),06-May-11,Head of Development Management,"Plots 16, 18, 21, 23, 24 & 26 Reayrt Ny Glionney Adjacent To All Saints Park  Lonan Isle Of Man  "
Permitted,11/00344/B,Extension to dwelling,07-Jun-11,Head of Development Management,5 Majestic Drive Onchan Isle Of Man IM3 2JQ
Permitted,11/00345/B,Erection of a conservatory to rear elevation of dwelling,23-May-11,Head of Development Management,5 Hillcroft Douglas Isle Of Man IM2 7DP
Refused,11/00346/B,Erection of a detached dwelling,06-May-11,Head of Development Management,Hilltop Nursery Vicarage Road Douglas Isle Of Man IM4 2AE
Deemed withdrawn 4(3) Dev Pro Order 2005,11/00347/B,Erection of front porch,29-Jun-11,Withdrawn,33 Farmhill Meadows Douglas Isle Of Man IM2 2LJ
Permitted,11/00348/B,Widen existing gate access,06-May-11,Head of Development Management,Field 134416 Churchtown Ramsey Isle Of Man  
Refused,11/00349/B,Installation of replacement windows to front elevation,15-Jun-11,Head of Development Management,9 Brunswick Road Douglas Isle Of Man IM2 3LH
Permitted,11/00350/B,"Use of farm as community farm for educational and recreational purposes with associated office facilities, drainage, vehicular access alterations, creation of a car park and erection of two polytunnels",25-May-11,Head of Development Management,Wallberry Farm Old Castletown Road Douglas Isle Of Man IM4 1AQ 
Permitted,11/00351/B,"Alterations, replace garage door with window, erection of extension and detached garage and creation of vehicular access",12-May-11,Head of Development Management,7 Faaie Craine Ballaugh Isle Of Man IM7 5AD
Permitted,11/00352/B,Repairs work to apron,02-Jun-11,Department Application,Bridge Apron - Laxey River Mines Road Laxey Isle Of Man  
Permitted,11/00353/B,Erection of an extension to dwelling,06-May-11,Head of Development Management,The Brambles Old Ballastrang Farm Castletown Road Ballaglonney Santon Isle Of Man IM4 1EU
Permitted,11/00354/B,Alterations and extension to dwelling,13-May-11,Director Delegation,57 Howe Road Onchan Isle Of Man IM3 2AY
Permitted,11/00355/B,Alterations and extension to dwelling,06-May-11,Head of Development Management,27 Brisbane Street Douglas Isle Of Man IM1 3JH
Permitted,11/00356/B,Installation of replacement patio doors (Retrospective),06-May-11,Head of Development Management,St Aubyn 14 Selborne Drive Douglas Isle Of Man IM2 3LS 
